,section,speech,narrated,emotional_NRC,neutral_NRC,positive_NRC,negative_NRC,speech_emotional_NRC,narrated_emotional_NRC,speech_neutral_NRC,narrated_neutral_NRC
nh0005_4,4,31.578947368421048,68.42105263157895,81.57894736842105,18.421052631578945,32.45614035087719,13.157894736842106,26.315789473684212,55.26315789473685,5.263157894736842,13.157894736842106
nh0005_5,5,47.45762711864407,52.54237288135593,85.59322033898306,14.406779661016948,24.576271186440678,9.322033898305083,41.525423728813564,44.067796610169495,5.932203389830509,8.47457627118644
nh0006_1,1,38.27956989247311,61.72043010752689,71.18279569892472,28.817204301075268,32.25806451612903,8.38709677419355,23.225806451612907,47.956989247311824,15.053763440860214,13.763440860215054
nh0006_2,2,58.494623655913976,41.505376344086024,67.31182795698925,32.68817204301075,30.10752688172043,5.806451612903227,34.19354838709677,33.118279569892465,24.301075268817204,8.38709677419355
nh0006_3,3,62.365591397849464,37.63440860215053,65.3763440860215,34.623655913978496,20.43010752688172,10.752688172043008,39.13978494623656,26.23655913978495,23.225806451612907,11.397849462365592
nh0006_4,4,64.08602150537635,35.913978494623656,62.79569892473118,37.20430107526881,17.419354838709676,10.10752688172043,37.63440860215053,25.161290322580644,26.451612903225808,10.752688172043008
nh0006_5,5,30.49040511727079,69.5095948827292,75.69296375266525,24.307036247334754,19.189765458422176,14.285714285714285,20.042643923240934,55.65031982942431,10.44776119402985,13.859275053304904
nh0007_1,1,69.84924623115577,30.15075376884422,72.36180904522614,27.63819095477387,14.070351758793972,14.572864321608037,47.48743718592965,24.874371859296478,22.36180904522613,5.276381909547738
nh0007_2,2,49.497487437185924,50.502512562814076,73.61809045226131,26.38190954773869,15.829145728643216,17.839195979899497,31.65829145728643,41.95979899497488,17.839195979899497,8.542713567839195
nh0007_3,3,45.226130653266324,54.773869346733676,78.39195979899498,21.608040201005025,24.874371859296478,17.336683417085432,32.914572864321606,45.47738693467337,12.311557788944723,9.296482412060303
nh0007_4,4,46.231155778894475,53.768844221105525,72.1105527638191,27.889447236180906,17.839195979899497,17.336683417085432,26.63316582914573,45.47738693467337,19.597989949748744,8.291457286432161
nh0007_5,5,39.19597989949749,60.80402010050251,71.10552763819095,28.894472361809047,14.070351758793972,18.341708542713565,23.36683417085427,47.73869346733668,15.829145728643216,13.06532663316583
nh0008_1,1,40.38054968287528,59.61945031712473,60.676532769556026,39.32346723044397,11.20507399577167,11.416490486257928,17.12473572938689,43.551797040169134,23.255813953488367,16.0676532769556
nh0008_2,2,53.48837209302325,46.511627906976734,58.35095137420719,41.649048625792815,11.839323467230447,10.570824524312897,25.58139534883721,32.76955602536998,27.90697674418605,13.742071881606766
nh0008_3,3,48.20295983086682,51.79704016913318,50.7399577167019,49.2600422832981,13.31923890063425,6.765327695560254,12.896405919661731,37.84355179704017,35.30655391120507,13.953488372093025
nh0008_4,4,23.044397463002113,76.95560253699789,64.69344608879493,35.30655391120507,18.181818181818183,9.725158562367863,10.147991543340382,54.54545454545454,12.896405919661731,22.41014799154334
nh0008_5,5,37.632135306553906,62.367864693446094,58.98520084566597,41.01479915433404,13.530655391120508,13.742071881606766,13.953488372093025,45.03171247357294,23.678646934460893,17.33615221987315
nh0009_1,1,47.514619883040936,52.485380116959064,76.90058479532162,23.09941520467836,15.64327485380117,16.52046783625731,35.67251461988304,41.2280701754386,11.842105263157894,11.257309941520466
nh0009_2,2,33.771929824561404,66.22807017543859,86.25730994152046,13.742690058479534,12.42690058479532,24.561403508771928,27.046783625730995,59.21052631578946,6.725146198830409,7.0175438596491215
nh0009_3,3,17.690058479532162,82.30994152046783,79.67836257309942,20.321637426900587,15.204678362573096,18.128654970760234,12.573099415204675,67.10526315789474,5.116959064327485,15.204678362573096
nh0009_4,4,14.1812865497076,85.81871345029239,88.59649122807018,11.403508771929824,18.128654970760234,22.66081871345029,12.280701754385964,76.31578947368422,1.9005847953216373,9.502923976608187
nh0009_5,5,21.751824817518244,78.24817518248175,87.73722627737226,12.262773722627735,19.12408759124088,19.56204379562044,18.97810218978102,68.75912408759123,2.7737226277372264,9.48905109489051
nh0010_1,1,39.794754846066134,60.20524515393386,58.03876852907639,41.96123147092361,16.761687571265682,8.20980615735462,19.04218928164196,38.99657924743444,20.75256556442417,21.20866590649943
nh0010_2,2,44.355758266818704,55.644241733181296,55.98631698973774,44.01368301026226,16.761687571265682,6.499429874572406,20.63854047890536,35.34777651083238,23.71721778791334,20.29646522234892
nh0010_3,3,39.90877993158495,60.09122006841506,62.71379703534779,37.28620296465222,17.901938426453817,8.551881413911062,20.75256556442417,41.96123147092361,19.156214367160775,18.12998859749145
nh0010_4,4,42.98745724059293,57.01254275940707,63.96807297605474,36.03192702394527,28.164196123147093,4.903078677309008,23.48916761687571,40.478905359179016,19.49828962371722,16.53363740022805
nh0010_5,5,25.568181818181817,74.43181818181817,71.36363636363636,28.63636363636364,26.022727272727273,7.5,15.795454545454547,55.56818181818181,9.772727272727273,18.863636363636363
nh0011_1,1,34.185303514377,65.814696485623,65.814696485623,34.185303514377,14.057507987220447,15.015974440894569,22.044728434504794,43.76996805111821,12.140575079872205,22.044728434504794
nh0011_2,2,51.43769968051119,48.56230031948881,56.549520766773156,43.450479233226844,15.015974440894569,9.584664536741213,26.517571884984022,30.031948881789138,24.920127795527158,18.53035143769968
nh0011_3,3,37.06070287539936,62.93929712460064,61.022364217252395,38.977635782747605,13.418530351437699,11.821086261980831,18.84984025559105,42.17252396166134,18.21086261980831,20.766773162939295
nh0011_4,4,21.725239616613422,78.27476038338658,70.28753993610223,29.712460063897762,8.945686900958465,21.725239616613422,13.099041533546329,57.18849840255591,8.62619808306709,21.08626198083067
nh0011_5,5,20.569620253164558,79.43037974683544,81.01265822784809,18.9873417721519,16.77215189873418,28.79746835443038,15.50632911392405,65.50632911392404,5.063291139240507,13.924050632911394
nh0012_1,1,7.547169811320754,92.45283018867924,79.62264150943396,20.37735849056604,13.584905660377359,22.641509433962263,4.905660377358491,74.71698113207545,2.6415094339622645,17.735849056603772
nh0012_2,2,4.150943396226415,95.84905660377359,86.41509433962266,13.584905660377359,17.358490566037734,25.283018867924532,3.39622641509434,83.01886792452831,0.7547169811320755,12.830188679245285
nh0012_3,3,18.11320754716981,81.88679245283019,71.32075471698113,28.67924528301887,16.9811320754717,18.867924528301888,12.075471698113208,59.24528301886792,6.037735849056604,22.641509433962263
nh0012_4,4,29.811320754716984,70.18867924528301,72.0754716981132,27.924528301886788,9.811320754716984,21.132075471698123,14.716981132075471,57.35849056603774,15.094339622641508,12.830188679245285
nh0012_5,5,24.060150375939852,75.93984962406014,69.92481203007519,30.07518796992481,20.30075187969925,18.045112781954888,15.037593984962404,54.88721804511278,9.022556390977444,21.052631578947366
nh0013_1,1,39.58762886597938,60.41237113402062,60.41237113402062,39.58762886597938,22.061855670103093,7.628865979381443,16.907216494845358,43.50515463917526,22.680412371134018,16.907216494845358
nh0013_2,2,27.010309278350515,72.98969072164948,69.2783505154639,30.721649484536083,18.969072164948454,9.484536082474227,14.020618556701029,55.257731958762896,12.989690721649485,17.7319587628866
nh0013_3,3,30.309278350515466,69.69072164948453,60.206185567010316,39.79381443298969,13.195876288659795,13.814432989690724,15.876288659793813,44.329896907216494,14.432989690721648,25.360824742268036
nh0013_4,4,38.96907216494846,61.03092783505154,64.32989690721651,35.670103092783506,14.63917525773196,10.515463917525773,21.443298969072163,42.88659793814433,17.525773195876287,18.144329896907216
nh0013_5,5,34.22131147540984,65.77868852459017,65.98360655737704,34.01639344262295,16.393442622950822,12.5,19.26229508196721,46.72131147540984,14.959016393442626,19.057377049180328
nh0014_1,1,34.84848484848485,65.15151515151516,82.57575757575758,17.424242424242426,30.303030303030305,12.12121212121212,25.37878787878788,57.1969696969697,9.469696969696967,7.954545454545454
nh0014_2,2,48.48484848484848,51.51515151515152,71.5909090909091,28.40909090909091,23.10606060606061,15.909090909090908,31.060606060606066,40.53030303030303,17.424242424242426,10.984848484848484
nh0014_3,3,49.24242424242424,50.75757575757576,75.37878787878788,24.62121212121212,13.257575757575758,20.833333333333336,34.09090909090909,41.28787878787879,15.151515151515152,9.469696969696967
nh0014_4,4,35.60606060606061,64.39393939393939,82.95454545454545,17.045454545454547,29.924242424242426,15.909090909090908,25.75757575757576,57.1969696969697,9.848484848484848,7.196969696969697
nh0014_5,5,44.905660377358494,55.094339622641506,84.90566037735849,15.094339622641508,18.867924528301888,27.924528301886788,36.60377358490566,48.301886792452834,8.30188679245283,6.79245283018868
nh0015_1,1,53.50877192982456,46.49122807017544,79.82456140350878,20.175438596491226,21.929824561403507,17.543859649122805,37.719298245614034,42.105263157894726,15.789473684210524,4.385964912280701
nh0015_2,2,64.91228070175438,35.08771929824561,68.42105263157895,31.578947368421048,9.649122807017543,21.929824561403507,43.85964912280701,24.561403508771928,21.052631578947366,10.526315789473683
nh0015_3,3,60.526315789473685,39.473684210526315,73.68421052631578,26.315789473684212,26.315789473684212,9.649122807017543,44.73684210526316,28.947368421052637,15.789473684210524,10.526315789473683
nh0015_4,4,62.280701754385966,37.719298245614034,71.9298245614035,28.070175438596486,12.280701754385964,19.298245614035086,47.368421052631575,24.561403508771928,14.912280701754383,13.157894736842106
nh0015_5,5,53.846153846153854,46.153846153846146,81.19658119658119,18.803418803418804,16.23931623931624,20.51282051282051,41.88034188034188,39.31623931623932,11.965811965811966,6.837606837606838
nh0016_1,1,8.196721311475411,91.80327868852459,62.950819672131146,37.049180327868854,12.131147540983608,15.081967213114755,5.245901639344262,57.70491803278689,2.950819672131148,34.0983606557377
nh0016_2,2,16.065573770491802,83.93442622950819,72.45901639344262,27.54098360655738,8.196721311475411,19.672131147540984,9.18032786885246,63.278688524590166,6.885245901639345,20.655737704918035
nh0016_3,3,53.77049180327869,46.22950819672131,58.68852459016394,41.31147540983607,7.868852459016393,9.836065573770492,32.459016393442624,26.229508196721312,21.311475409836067,20.0
nh0016_4,4,21.9672131147541,78.03278688524591,70.81967213114754,29.180327868852462,10.163934426229508,14.426229508196723,15.081967213114755,55.73770491803278,6.885245901639345,22.29508196721311
nh0016_5,5,26.470588235294123,73.52941176470588,74.83660130718955,25.163398692810453,10.784313725490195,20.26143790849673,17.320261437908496,57.51633986928103,9.150326797385619,16.013071895424837
nh0017_1,1,76.44171779141105,23.558282208588963,56.31901840490797,43.68098159509202,14.846625766871163,7.402862985685071,37.79141104294478,18.52760736196319,38.65030674846626,5.030674846625767
nh0017_2,2,74.27402862985684,25.725971370143146,59.672801635991824,40.327198364008176,18.936605316973413,5.766871165644172,39.59100204498978,20.081799591002046,34.68302658486708,5.6441717791411055
nh0017_3,3,77.01431492842534,22.98568507157464,52.638036809815944,47.36196319018405,14.151329243353784,4.9079754601227,36.19631901840491,16.441717791411044,40.81799591002045,6.543967280163599
nh0017_4,4,61.34969325153374,38.65030674846626,51.94274028629857,48.05725971370144,15.173824130879344,5.112474437627811,26.298568507157466,25.64417177914111,35.051124744376274,13.006134969325151
nh0017_5,5,70.1388888888889,29.86111111111111,51.34803921568627,48.651960784313715,13.153594771241831,6.372549019607844,29.820261437908496,21.527777777777782,40.318627450980394,8.333333333333332
nh0018_1,1,93.29896907216495,6.7010309278350535,38.14432989690722,61.855670103092784,14.432989690721648,2.5773195876288657,34.02061855670103,4.123711340206185,59.27835051546393,2.5773195876288657
nh0018_2,2,93.29896907216495,6.7010309278350535,49.48453608247422,50.51546391752578,17.010309278350515,4.123711340206185,43.29896907216496,6.185567010309278,50.0,0.5154639175257731
nh0018_3,3,79.38144329896906,20.618556701030926,55.670103092783506,44.329896907216494,21.1340206185567,5.154639175257731,40.20618556701031,15.463917525773196,39.17525773195877,5.154639175257731
nh0018_4,4,35.56701030927835,64.43298969072166,70.61855670103094,29.381443298969074,23.711340206185564,8.24742268041237,15.463917525773196,55.15463917525774,20.103092783505154,9.278350515463918
nh0018_5,5,73.23232323232324,26.767676767676768,56.06060606060606,43.93939393939394,21.21212121212121,3.0303030303030303,31.818181818181817,24.24242424242424,41.414141414141405,2.525252525252525
nh0019_1,1,18.421052631578945,81.57894736842105,80.7017543859649,19.298245614035086,45.614035087719294,3.5087719298245608,12.280701754385964,68.42105263157895,6.140350877192982,13.157894736842106
nh0019_2,2,62.280701754385966,37.719298245614034,63.157894736842096,36.84210526315789,17.543859649122805,8.771929824561402,35.08771929824561,28.070175438596486,27.192982456140356,9.649122807017543
nh0019_3,3,30.701754385964914,69.2982456140351,78.0701754385965,21.929824561403507,20.175438596491226,17.543859649122805,15.789473684210524,62.280701754385966,14.912280701754383,7.0175438596491215
nh0019_4,4,43.85964912280701,56.14035087719297,80.7017543859649,19.298245614035086,28.070175438596486,16.666666666666664,29.824561403508767,50.877192982456144,14.035087719298243,5.263157894736842
nh0019_5,5,57.894736842105274,42.105263157894726,69.2982456140351,30.701754385964914,17.543859649122805,17.543859649122805,37.719298245614034,31.578947368421048,20.175438596491226,10.526315789473683
nh0020_1,1,16.85214626391097,83.14785373608903,55.7498675145734,44.250132485426604,14.361420243773185,6.889242183359832,8.638049814520404,47.111817700052995,8.214096449390567,36.03603603603604
nh0020_2,2,33.59830418653948,66.40169581346052,51.40434552199258,48.59565447800742,14.096449390567036,7.525172231054585,15.68627450980392,35.71807101218865,17.912029676735553,30.683624801271854
nh0020_3,3,18.97191308956015,81.02808691043984,50.07949125596185,49.92050874403815,11.234764175940649,7.525172231054585,7.101218865924747,42.9782723900371,11.870694223635399,38.049814520402755
nh0020_4,4,26.762056173820877,73.23794382617912,48.33068362480128,51.669316375198726,11.128775834658187,6.942236354001058,10.9697933227345,37.36089030206677,15.792262851086381,35.877053524112355
nh0020_5,5,30.65113816834304,69.34886183165696,48.2795129698253,51.7204870301747,12.652196929592376,6.193753308628904,10.428798305982,37.850714663843306,20.22233986236104,31.498147167813652
nh0022_1,1,21.942446043165468,78.05755395683454,76.43884892086331,23.561151079136692,18.165467625899282,16.72661870503597,12.050359712230215,64.38848920863309,9.892086330935252,13.66906474820144
nh0022_2,2,32.55395683453237,67.44604316546763,64.38848920863309,35.611510791366904,13.129496402877695,18.165467625899282,14.208633093525181,50.17985611510791,18.3453237410072,17.26618705035971
nh0022_3,3,22.66187050359712,77.33812949640287,75.35971223021582,24.640287769784173,13.129496402877695,22.66187050359712,11.151079136690647,64.20863309352518,11.510791366906474,13.129496402877695
nh0022_4,4,30.575539568345324,69.42446043165468,72.48201438848922,27.517985611510788,11.690647482014386,19.784172661870503,15.827338129496402,56.654676258992815,14.748201438848922,12.769784172661872
nh0022_5,5,32.73381294964029,67.26618705035972,68.5251798561151,31.47482014388489,13.129496402877695,21.22302158273381,17.446043165467625,51.07913669064749,15.287769784172662,16.18705035971223
nh0023_1,1,19.571865443425075,80.42813455657493,76.1467889908257,23.85321100917432,24.770642201834864,12.844036697247708,9.785932721712538,66.36085626911316,9.785932721712538,14.067278287461775
nh0023_2,2,40.0611620795107,59.93883792048929,64.83180428134557,35.16819571865443,12.844036697247708,14.37308868501529,20.489296636085626,44.342507645259936,19.571865443425075,15.59633027522936
nh0023_3,3,38.22629969418961,61.773700305810394,64.22018348623854,35.77981651376147,12.538226299694188,16.51376146788991,15.902140672782874,48.318042813455655,22.324159021406732,13.45565749235474
nh0023_4,4,46.48318042813457,53.516819571865454,61.773700305810394,38.22629969418961,9.48012232415902,15.902140672782874,19.877675840978593,41.89602446483182,26.605504587155966,11.620795107033642
nh0023_5,5,40.785498489425976,59.21450151057401,70.39274924471299,29.607250755287005,16.012084592145015,16.91842900302115,21.148036253776432,49.24471299093656,19.637462235649547,9.969788519637463
nh0054_1,1,33.24742268041237,66.75257731958763,80.84192439862544,19.158075601374573,19.329896907216497,18.81443298969072,23.711340206185564,57.13058419243986,9.536082474226806,9.621993127147768
nh0054_2,2,33.161512027491405,66.83848797250859,80.9278350515464,19.07216494845361,19.673539518900345,17.783505154639176,26.03092783505155,54.89690721649485,7.130584192439862,11.941580756013744
nh0054_3,3,22.422680412371136,77.57731958762886,82.81786941580756,17.18213058419244,19.759450171821307,18.55670103092784,16.323024054982813,66.49484536082474,6.099656357388317,11.082474226804123
nh0054_4,4,33.24742268041237,66.75257731958763,80.9278350515464,19.07216494845361,19.41580756013746,18.127147766323024,23.453608247422682,57.47422680412371,9.793814432989693,9.278350515463918
nh0054_5,5,27.910958904109588,72.08904109589042,80.82191780821918,19.17808219178082,27.22602739726027,14.46917808219178,20.97602739726027,59.8458904109589,6.934931506849315,12.243150684931507
nh0055_1,1,33.92857142857143,66.07142857142857,84.46428571428571,15.535714285714285,21.607142857142854,18.214285714285708,28.57142857142857,55.89285714285714,5.357142857142857,10.178571428571429
nh0055_2,2,28.75,71.25,91.42857142857143,8.571428571428571,21.071428571428573,22.321428571428577,25.71428571428571,65.71428571428571,3.0357142857142856,5.5357142857142865
nh0055_3,3,28.035714285714285,71.96428571428571,85.71428571428571,14.285714285714285,15.535714285714285,22.321428571428577,22.142857142857146,63.57142857142857,5.892857142857142,8.392857142857142
nh0055_4,4,18.571428571428573,81.42857142857143,85.17857142857143,14.821428571428573,15.714285714285715,23.214285714285715,15.0,70.17857142857143,3.571428571428571,11.25
nh0055_5,5,20.677361853832444,79.32263814616756,84.31372549019608,15.68627450980392,15.68627450980392,26.20320855614973,15.508021390374331,68.80570409982175,5.169340463458111,10.516934046345812
nh0056_1,1,23.947051744885677,76.05294825511432,82.91215403128761,17.087845968712394,16.967509025270758,20.697954271961493,18.772563176895307,64.13959085439231,5.174488567990373,11.913357400722024
nh0056_2,2,31.528279181708783,68.47172081829122,81.34777376654633,18.65222623345367,17.689530685920573,17.328519855595665,24.90974729241877,56.43802647412755,6.618531889290012,12.033694344163658
nh0056_3,3,20.697954271961493,79.30204572803851,85.07821901323706,14.921780986762936,17.930204572803852,20.81829121540313,18.050541516245488,67.02767749699157,2.6474127557160045,12.274368231046932
nh0056_4,4,21.90132370637786,78.09867629362212,83.39350180505414,16.60649819494585,13.959085439229845,22.743682310469318,17.56919374247894,65.82430806257521,4.332129963898916,12.274368231046932
nh0056_5,5,30.215827338129497,69.7841726618705,79.73621103117506,20.263788968824944,14.268585131894483,20.863309352517987,22.18225419664269,57.553956834532364,8.033573141486809,12.23021582733813
nh0091_1,1,27.96208530805687,72.03791469194312,66.82464454976304,33.175355450236964,23.696682464454977,9.47867298578199,9.47867298578199,57.345971563981045,18.483412322274877,14.691943127962086
nh0091_2,2,47.39336492890995,52.60663507109005,58.76777251184834,41.23222748815166,25.59241706161137,6.161137440758294,18.95734597156398,39.810426540284354,28.43601895734597,12.796208530805686
nh0091_3,3,45.023696682464454,54.976303317535546,62.55924170616114,37.44075829383886,14.691943127962086,11.374407582938387,22.748815165876774,39.810426540284354,22.274881516587683,15.165876777251187
nh0091_4,4,27.488151658767773,72.51184834123224,75.35545023696683,24.644549763033176,17.061611374407587,19.431279620853086,15.639810426540285,59.71563981042654,11.848341232227488,12.796208530805686
nh0091_5,5,49.29577464788733,50.70422535211267,63.84976525821596,36.15023474178404,16.431924882629108,11.26760563380282,25.352112676056336,38.49765258215962,23.943661971830984,12.206572769953054
nh0096_1,1,55.45454545454545,44.54545454545455,66.81818181818183,33.18181818181819,15.909090909090908,10.454545454545453,32.72727272727273,34.09090909090909,22.72727272727273,10.454545454545453
nh0096_2,2,34.54545454545455,65.45454545454545,70.0,30.0,24.54545454545455,5.454545454545454,20.454545454545453,49.54545454545455,14.09090909090909,15.909090909090908
nh0096_3,3,63.18181818181819,36.81818181818181,72.72727272727273,27.27272727272727,20.909090909090907,12.727272727272727,44.54545454545455,28.18181818181818,18.63636363636364,8.636363636363637
nh0096_4,4,57.72727272727273,42.27272727272727,71.81818181818181,28.18181818181818,21.363636363636363,9.090909090909092,35.0,36.81818181818181,22.72727272727273,5.454545454545454
nh0096_5,5,45.70135746606335,54.29864253393665,66.51583710407239,33.484162895927604,8.144796380090497,14.932126696832581,28.50678733031674,38.009049773755656,17.194570135746606,16.289592760180994
nh0102_1,1,52.41090146750525,47.58909853249475,71.90775681341721,28.09224318658281,24.10901467505241,7.966457023060798,30.398322851153043,41.509433962264154,22.0125786163522,6.079664570230608
nh0102_2,2,56.60377358490565,43.39622641509435,67.29559748427673,32.704402515723274,19.49685534591195,10.482180293501047,33.123689727463315,34.17190775681342,23.48008385744235,9.224318658280922
nh0102_3,3,81.34171907756811,18.658280922431867,64.36058700209644,35.63941299790356,14.884696016771489,12.159329140461216,49.47589098532495,14.884696016771489,31.86582809224319,3.7735849056603774
nh0102_4,4,66.0377358490566,33.9622641509434,65.8280922431866,34.17190775681342,16.561844863731658,7.756813417190775,38.15513626834382,27.67295597484277,27.882599580712785,6.289308176100628
nh0102_5,5,69.93736951983297,30.062630480167012,65.34446764091858,34.65553235908142,14.822546972860124,13.569937369519833,40.08350730688935,25.260960334029225,29.853862212943632,4.801670146137787
nh0219_1,1,48.518518518518526,51.481481481481474,71.48148148148148,28.51851851851852,23.33333333333333,13.333333333333336,37.03703703703704,34.44444444444444,11.481481481481481,17.037037037037038
nh0219_2,2,53.33333333333334,46.66666666666666,60.0,40.0,15.185185185185185,11.111111111111109,29.629629629629626,30.37037037037037,23.703703703703702,16.296296296296298
nh0219_3,3,54.444444444444436,45.555555555555564,59.62962962962963,40.37037037037037,10.74074074074074,8.888888888888891,30.37037037037037,29.259259259259252,24.074074074074073,16.296296296296298
nh0219_4,4,74.44444444444444,25.555555555555554,62.592592592592595,37.407407407407405,6.296296296296296,12.222222222222221,44.444444444444436,18.14814814814815,30.0,7.4074074074074066
nh0219_5,5,72.16117216117215,27.83882783882784,57.14285714285714,42.857142857142854,11.355311355311356,9.523809523809524,41.02564102564102,16.117216117216113,31.13553113553113,11.72161172161172
nh0220_1,1,41.0958904109589,58.9041095890411,76.43835616438356,23.56164383561644,30.410958904109588,13.698630136986301,28.49315068493151,47.94520547945205,12.602739726027398,10.958904109589039
nh0220_2,2,41.0958904109589,58.9041095890411,69.86301369863014,30.136986301369863,20.82191780821918,12.32876712328767,22.19178082191781,47.671232876712324,18.904109589041095,11.232876712328768
nh0220_3,3,32.602739726027394,67.39726027397259,75.61643835616438,24.383561643835613,36.164383561643845,10.684931506849317,20.0,55.61643835616439,12.602739726027398,11.78082191780822
nh0220_4,4,38.630136986301366,61.36986301369865,77.53424657534245,22.46575342465753,27.123287671232877,15.068493150684931,25.2054794520548,52.32876712328767,13.424657534246574,9.041095890410961
nh0220_5,5,31.521739130434785,68.47826086956522,79.34782608695652,20.65217391304348,16.847826086956523,16.304347826086953,24.72826086956521,54.61956521739131,6.7934782608695645,13.858695652173916
