	raw	relative	tfidf	zscores
SVC	0.102716049383	0.128395061728	0.14024691358	0.186419753086
KNN	0.108395061728	0.135555555556	0.156049382716	0.156049382716
RF	0.140740740741	0.134567901235	0.135555555556	0.114074074074
DT	0.0817283950617	0.134074074074	0.128395061728	0.15975308642
LR	0.167407407407	0.134074074074	0.141728395062	0.166419753086
BN	0.134567901235	0.134567901235	0.134567901235	0.206419753086
GN	0.171604938272	0.127407407407	0.113580246914	0.0888888888889
