	raw	relative	tfidf	zscores
SVC	0.827605779154	0.753388372893	0.753388372893	0.815909872721
KNN	0.703818369453	0.82299621603	0.71138630891	0.721878224974
RF	0.803783969728	0.86382868937	0.870037839697	0.84778121775
DT	0.6825249398	0.747574819401	0.798228414173	0.763587891297
LR	0.832284141727	0.753388372893	0.753388372893	0.273839009288
BN	0.621861025112	0.621861025112	0.621861025112	0.788940488476
GN	0.58732370141	0.67700378397	0.643928448572	0.683505331957
