	raw	relative	tfidf	zscores
SVC	0.466052631579	0.623216374269	0.623216374269	0.639005847953
KNN	0.513713450292	0.433362573099	0.57634502924	0.566403508772
RF	0.522602339181	0.595789473684	0.571374269006	0.592134502924
DT	0.475467836257	0.534473684211	0.495409356725	0.530058479532
LR	0.548684210526	0.623216374269	0.623216374269	0.287807017544
BN	0.399649122807	0.399649122807	0.399649122807	0.502280701754
GN	0.47798245614	0.519064327485	0.524064327485	0.534590643275
