	raw	relative	tfidf	zscores
SVC	0.853362573099	0.901286549708	0.901286549708	0.911812865497
KNN	0.874385964912	0.880497076023	0.817631578947	0.906549707602
RF	0.879649122807	0.885497076023	0.891023391813	0.890760233918
DT	0.806169590643	0.812865497076	0.827543859649	0.801257309942
LR	0.884970760234	0.901286549708	0.901286549708	0.103976608187
BN	0.73201754386	0.73201754386	0.73201754386	0.896052631579
GN	0.833333333333	0.895760233918	0.895760233918	0.906286549708
