	raw	relative	tfidf	zscores
SVC	0.124011796336	0.0171547050828	0.0171547050828	0.0907223874382
KNN	0.169793710337	0.106085886002	0.118788182127	0.100792661225
RF	0.0870877730412	0.0874615979665	0.0891011376552	0.108582119683
DT	0.0726237096288	0.092534850501	0.0793672717657	0.085931698567
LR	0.123022680431	0.0171547050828	0.0171547050828	0.0543791242458
BN	0.083838179425	0.083838179425	0.083838179425	0.113320871492
GN	0.145097045266	0.103311956776	0.109554855368	0.118337864514
