	raw	relative	tfidf	zscores
SVC	0.105837488578	0.021133373433	0.021133373433	0.036348498797
KNN	0.102031182306	0.0503000895111	0.0236575548506	0.0505547353473
RF	0.0337772330714	0.0479423750404	0.0647800666063	0.0420545096969
DT	0.0496034684949	0.0687555177934	0.0852043171293	0.061112545102
LR	0.093179427437	0.021133373433	0.021133373433	0.0419283972124
BN	0.113388272823	0.113388272823	0.113388272823	0.155449291519
GN	0.0730082472422	0.0358179496279	0.0390751376995	0.0333720919633
