	raw	relative	tfidf	zscores
SVC	0.852272727273	0.920454545455	0.920454545455	0.931818181818
KNN	0.869318181818	0.909090909091	0.920454545455	0.903409090909
RF	0.892045454545	0.914772727273	0.920454545455	0.920454545455
DT	0.875	0.863636363636	0.721590909091	0.840909090909
LR	0.863636363636	0.920454545455	0.920454545455	0.232954545455
BN	0.767045454545	0.767045454545	0.767045454545	0.829545454545
GN	0.914772727273	0.914772727273	0.926136363636	0.920454545455
