	raw	relative	tfidf	zscores
SVC	0.0911824915749	0.0214726568744	0.0214726568744	0.119338732207
KNN	0.11111816557	0.0881066278551	0.0963403443885	0.0951991646824
RF	0.0580383741866	0.0908418070936	0.0800663300251	0.0784401729137
DT	0.11185358334	0.140176367483	0.102332489509	0.117981311478
LR	0.0874265517266	0.0214726568744	0.0214726568744	0.0712955726573
BN	0.168308647614	0.168308647614	0.168308647614	0.113061823689
GN	0.169668354738	0.0902167969688	0.104829880321	0.119297240018
