	raw	relative	tfidf	zscores
SVC	0.071552411138	0.00452823710693	0.0188573978927	0.0357928021871
KNN	0.0688473525956	0.0494403933894	0.0893034955029	0.0924571072642
RF	0.0823532338376	0.0572139742247	0.0702970156219	0.0513535462482
DT	0.117845934163	0.0646529048332	0.0369030507617	0.0481238262398
LR	0.13573168719	0.00452823710693	0.0268629378833	0.101135336838
BN	0.0991934732898	0.0991934732898	0.0991934732898	0.070040925192
GN	0.0693391780695	0.0217739630568	0.0278578772829	0.00903053823458
