wordlist	docprops1	docprops2	relfreqs1	relfreqs2	devprops1	devprops2	meanrelfreqs	sd0	sd2	sr0	sr2	sg0	sg2	dd0	dd2	dr0	dr2	dg0	dg2
abad	0.008333333333333333	0.0	0.01646903820816864	0.0				0.008333333333333333	0.8744691179161403	0.01646903820816864	1.4043057733178248			833333334.3333335	0.8683792826127094	1646903821.8168643	0.7886309195736158		
abajo	0.16666666666666666	0.125	0.10683761604920929	0.0624535596229576				0.04166666666666666	0.38807045167857446	0.044384056426251685	0.6893763510422559			1.3333333333066666	0.8656716310762611	1.7106729654338166	0.8179527779674085		
abalanzar	0.0	0.008333333333333333	0.0	0.0042215467747382645				-0.008333333333333333	-0.8744691179161403	-0.0042215467747382645	-0.5080783849915402			1.1999999985599997e-09	1.1515705406873376	2.3687999943887863e-09	1.0828058644163197		
abandonar	0.15833333333333333	0.23333333333333334	0.0862378401296484	0.12421539748097557				-0.07500000000000001	-0.5316130761282225	-0.03797755735132717	-0.4798740206135199			0.678571428585204	1.2607232006631277	0.6942604691653762	1.1656235521868845		
abandono	0.058333333333333334	0.025	0.03271861555269678	0.012307269719728493				0.03333333333333333	0.9652345818393235	0.020411345832968282	0.9373509452731836			2.3333333327999997	0.8004271004161394	2.6584787919016843	0.8291482915617937		
abanico	0.016666666666666666	0.03333333333333333	0.008079398200365942	0.025435541428807322				-0.016666666666666666	-0.7004397181410926	-0.01735614322844138	-0.9708504362118742			0.50000000015	1.1546778046663482	0.31764207692622987	1.2014773024230287		
abarcar	0.025	0.016666666666666666	0.012352171223956387	0.008312802163103065				0.008333333333333335	0.3923174227787607	0.004039369060853322	0.2875624130080192			1.4999999997	0.9249701613307317	1.4859214710922772	0.9501711605688543		
abasto	0.0	0.008333333333333333	0.0	0.00410913872452334				-0.008333333333333333	-0.8744691179161403	-0.00410913872452334	-0.4966299230320246			1.1999999985599997e-09	1.1515705406873376	2.433599994077591e-09	1.0807892700678448		
abatimiento	0.0	0.008333333333333333	0.0	0.004175016700066801				-0.008333333333333333	-0.8744691179161403	-0.004175016700066801	-0.5033504348563476			1.1999999985599997e-09	1.1515705406873376	2.3951999942630166e-09	1.081972146097767		
abatir	0.03333333333333333	0.008333333333333333	0.016523362087936973	0.004154204054503157				0.025	1.2410080995037953	0.012369158033433816	0.906033039117335			3.9999999963999997	0.7848977570672842	3.9775037146407417	0.8525006889480538		
abeja	0.016666666666666666	0.016666666666666666	0.008231337910688885	0.008190168385032413				0.0	0.0	4.11695256564721e-05	0.0032615397789905742			1.0	1.0	1.0050267007551936	0.9994357878272548		
abejorro	0.008333333333333333	0.0	0.004137702747434624	0.0				0.008333333333333333	0.8744691179161403	0.004137702747434624	0.4995477139142004			833333334.3333335	0.8683792826127094	413770275.7434624	0.9248105769232282		
aberración	0.0	0.016666666666666666	0.0	0.008242954353111532				-0.016666666666666666	-1.415037499278843	-0.008242954353111532	-0.8673393855027198			5.999999996399999e-10	1.2706227893980861	1.213157268557923e-09	1.1501492014809482		
abertura	0.0	0.016666666666666666	0.0	0.008210212501330619				-0.016666666666666666	-1.415037499278843	-0.008210212501330619	-0.8647477577253548			5.999999996399999e-10	1.2706227893980861	1.2179952694524482e-09	1.1496334197381897		
abierto	0.15833333333333333	0.2	0.09176429821217655	0.10764546895474895				-0.041666666666666685	-0.31906844074812213	-0.015881170742572406	-0.20921424505066843			0.7916666666770833	1.1417112800477462	0.8524678196369504	1.0677620864383592		
abismo	0.041666666666666664	0.05	0.02045055068806473	0.028428268926599				-0.008333333333333338	-0.21572869105543724	-0.007977718238534267	-0.3356996699355257			0.8333333333666666	1.0531496283426285	0.7193737593968085	1.0713998154700082		
abnegación	0.008333333333333333	0.016666666666666666	0.0040453074433656954	0.008320953681824677				-0.008333333333333333	-0.5405683813627027	-0.004275646238458982	-0.3834063991255654			0.5000000003	1.1033825063288698	0.48615911146581703	1.0664440855922332		
abnegado	0.0	0.008333333333333333	0.0	0.004175016700066801				-0.008333333333333333	-0.8744691179161403	-0.004175016700066801	-0.5033504348563476			1.1999999985599997e-09	1.1515705406873376	2.3951999942630166e-09	1.081972146097767		
abocar	0.016666666666666666	0.0	0.00821856520385932	0.0				0.016666666666666666	1.415037499278843	0.00821856520385932	0.8654093447170936			1666666667.6666667	0.7870156338638595	821856521.3859322	0.8697429143561223		
abogado	0.016666666666666666	0.0	0.008235492106459848	0.0				0.016666666666666666	1.415037499278843	0.008235492106459848	0.8667491330422497			1666666667.6666667	0.7870156338638595	823549211.645985	0.869541256119266		
abogar	0.008333333333333333	0.0	0.008366800535475232	0.0				0.008333333333333333	0.8744691179161403	0.008366800535475232	0.8771003333835745			833333334.3333335	0.8683792826127094	836680054.5475234	0.867983245222333		
abominable	0.025	0.008333333333333333	0.01229169387743367	0.004084967320261437				0.01666666666666667	0.9328858041414634	0.008206726557172233	0.6623500303369125			2.9999999976	0.8383041746857629	3.0090066562777147	0.8922955537336471		
abonar	0.008333333333333333	0.0	0.004101049868766404	0.0				0.008333333333333333	0.8744691179161403	0.004101049868766404	0.49580257993446075			833333334.3333335	0.8683792826127094	410104987.87664044	0.9253742757560693		
abordar	0.008333333333333333	0.016666666666666666	0.004133597883597883	0.008222910236813326				-0.008333333333333333	-0.5405683813627027	-0.0040893123532154425	-0.36662461051128137			0.5000000003	1.1033825063288698	0.5026928142867425	1.0634506900473364		
aborigen	0.0	0.008333333333333333	0.0	0.004121332014507088				-0.008333333333333333	-0.8744691179161403	-0.004121332014507088	-0.49787617926687133			1.1999999985599997e-09	1.1515705406873376	2.426399994112583e-09	1.0810084280156536		
aborrecer	0.03333333333333333	0.0	0.020676565538460062	0.0				0.03333333333333333	2.1154772174199357	0.020676565538460062	1.6171369718242667			3333333334.3333335	0.6815889512064128	2067656554.8460064	0.7565966321918386		
abraham	0.008333333333333333	0.0	0.016518004625041292	0.0				0.008333333333333333	0.8744691179161403	0.016518004625041292	1.4069722224391512			833333334.3333335	0.8683792826127094	1651800463.5041294	0.7882295789899002		
abrasar	0.016666666666666666	0.016666666666666666	0.00828383617701125	0.008271545096710164				0.0	0.0	1.2291080301086305e-05	0.0009701598313522908			1.0	1.0	1.0014859473221172	0.9998319853552408		
