,section,speech,narrated,emotional_NRC,neutral_NRC,positive_NRC,negative_NRC,speech_emotional_NRC,narrated_emotional_NRC,speech_neutral_NRC,narrated_neutral_NRC,Trust_NRC,Fear_NRC,Joy_NRC,Sadness_NRC,Anger_NRC,Disgust_NRC,Anticipation_NRC,Surprise_NRC,Trust_NRC_speech,Fear_NRC_speech,Joy_NRC_speech,Sadness_NRC_speech,Anger_NRC_speech,Disgust_NRC_speech,Anticipation_NRC_speech,Surprise_NRC_speech,Trust_NRC_narrated,Fear_NRC_narrated,Joy_NRC_narrated,Sadness_NRC_narrated,Anger_NRC_narrated,Disgust_NRC_narrated,Anticipation_NRC_narrated,Surprise_NRC_narrated
nh0001_1,1,58.36177474402731,41.638225255972685,55.290102389078505,44.709897610921495,13.993174061433447,8.873720136518774,24.573378839590443,30.716723549488048,33.78839590443686,10.921501706484642,10.921501706484642,2.389078498293516,2.389078498293516,5.802047781569966,0.6825938566552902,2.7303754266211606,5.802047781569966,1.023890784982935,3.7542662116040963,1.3651877133105803,1.023890784982935,3.0716723549488054,0.6825938566552902,1.706484641638225,3.0716723549488054,1.023890784982935,7.167235494880546,1.023890784982935,1.3651877133105803,2.7303754266211606,0.0,1.023890784982935,2.7303754266211606,0.0
nh0001_2,2,56.996587030716725,43.00341296928328,65.52901023890784,34.47098976109216,10.238907849829351,12.969283276450513,32.08191126279864,33.44709897610921,24.91467576791809,9.55631399317406,11.604095563139932,3.7542662116040963,1.023890784982935,8.873720136518774,3.4129692832764507,1.706484641638225,8.19112627986348,0.3412969283276451,3.4129692832764507,2.389078498293516,0.3412969283276451,4.778156996587032,2.04778156996587,1.3651877133105803,4.436860068259387,0.3412969283276451,8.19112627986348,1.3651877133105803,0.6825938566552902,4.09556313993174,1.3651877133105803,0.3412969283276451,3.7542662116040963,0.0
nh0001_3,3,47.7815699658703,52.2184300341297,70.30716723549489,29.69283276450512,16.723549488054605,14.675767918088734,24.232081911262803,46.075085324232084,23.54948805460751,6.143344709897611,12.286689419795222,4.436860068259387,1.706484641638225,5.460750853242321,4.09556313993174,1.023890784982935,6.4846416382252565,0.3412969283276451,3.7542662116040963,2.389078498293516,0.0,2.7303754266211606,1.706484641638225,0.6825938566552902,2.04778156996587,0.3412969283276451,8.532423208191126,2.04778156996587,1.706484641638225,2.7303754266211606,2.389078498293516,0.3412969283276451,4.436860068259387,0.0
nh0001_4,4,47.7815699658703,52.2184300341297,66.21160409556313,33.78839590443686,12.969283276450513,14.334470989761092,23.54948805460751,42.66211604095563,24.232081911262803,9.55631399317406,7.508532423208193,3.4129692832764507,2.389078498293516,6.143344709897611,7.8498293515358375,0.6825938566552902,4.436860068259387,2.04778156996587,3.4129692832764507,0.6825938566552902,0.3412969283276451,2.7303754266211606,3.4129692832764507,0.3412969283276451,0.6825938566552902,1.023890784982935,4.09556313993174,2.7303754266211606,2.04778156996587,3.4129692832764507,4.436860068259387,0.3412969283276451,3.7542662116040963,1.023890784982935
nh0001_5,5,59.32203389830508,40.67796610169492,62.033898305084755,37.96610169491525,13.220338983050848,9.830508474576273,30.50847457627119,31.525423728813557,28.813559322033896,9.152542372881355,9.491525423728813,5.423728813559323,1.6949152542372878,7.4576271186440675,1.6949152542372878,1.3559322033898304,6.779661016949151,0.3389830508474576,4.067796610169491,1.6949152542372878,1.0169491525423728,5.084745762711865,0.3389830508474576,0.6779661016949152,2.0338983050847457,0.3389830508474576,5.423728813559323,3.7288135593220337,0.6779661016949152,2.3728813559322037,1.3559322033898304,0.6779661016949152,4.7457627118644075,0.0
nh0002_1,1,29.39958592132505,70.60041407867493,64.80331262939957,35.19668737060041,21.22153209109731,12.008281573498964,11.594202898550725,53.20910973084886,17.805383022774325,17.391304347826086,14.906832298136644,6.004140786749482,3.2091097308488616,6.521739130434782,1.6563146997929608,1.7598343685300208,5.279503105590061,0.6211180124223602,3.312629399585921,0.8281573498964804,0.2070393374741201,1.7598343685300208,0.10351966873706003,0.3105590062111801,0.9316770186335404,0.10351966873706003,11.594202898550725,5.175983436853001,3.002070393374741,4.761904761904762,1.5527950310559009,1.4492753623188406,4.3478260869565215,0.5175983436853002
nh0002_2,2,44.92753623188405,55.07246376811594,59.1097308488613,40.89026915113871,18.426501035196686,10.869565217391305,16.35610766045549,42.7536231884058,28.57142857142857,12.318840579710145,16.666666666666664,5.383022774327122,2.5879917184265007,6.211180124223603,2.691511387163561,0.5175983436853002,7.453416149068322,1.1387163561076603,5.900621118012422,2.070393374741201,0.6211180124223602,2.2774327122153206,0.6211180124223602,0.3105590062111801,2.898550724637681,0.5175983436853002,10.766045548654244,3.312629399585921,1.9668737060041408,3.9337474120082816,2.070393374741201,0.2070393374741201,4.554865424430641,0.6211180124223602
nh0002_3,3,46.99792960662526,53.00207039337474,58.281573498964796,41.718426501035204,14.699792960662524,7.453416149068322,22.360248447204967,35.921325051759844,24.63768115942029,17.08074534161491,15.838509316770187,3.1055900621118013,2.5879917184265007,7.867494824016562,1.5527950310559009,0.6211180124223602,4.761904761904762,0.5175983436853002,6.211180124223603,0.5175983436853002,1.2422360248447204,3.7267080745341614,0.3105590062111801,0.10351966873706003,1.7598343685300208,0.4140786749482402,9.627329192546583,2.5879917184265007,1.3457556935817805,4.140786749482402,1.2422360248447204,0.5175983436853002,3.002070393374741,0.10351966873706003
nh0002_4,4,46.68737060041408,53.31262939958592,52.79503105590062,47.20496894409938,15.63146997929607,7.971014492753622,15.942028985507244,36.853002070393366,30.745341614906835,16.459627329192546,11.387163561076605,3.002070393374741,2.691511387163561,4.451345755693581,1.6563146997929608,1.7598343685300208,6.107660455486543,1.5527950310559009,3.9337474120082816,0.4140786749482402,0.4140786749482402,2.380952380952381,0.7246376811594203,0.8281573498964804,1.3457556935817805,0.9316770186335404,7.453416149068322,2.5879917184265007,2.2774327122153206,2.070393374741201,0.9316770186335404,0.9316770186335404,4.761904761904762,0.6211180124223602
nh0002_5,5,52.680412371134025,47.319587628865975,50.30927835051546,49.69072164948454,14.020618556701029,8.041237113402063,18.453608247422682,31.85567010309278,34.22680412371134,15.463917525773196,10.206185567010307,3.5051546391752577,1.855670103092784,5.567010309278351,2.061855670103093,0.8247422680412372,6.185567010309278,0.9278350515463918,3.8144329896907214,1.6494845360824744,0.6185567010309279,2.1649484536082477,0.5154639175257731,0.10309278350515463,1.7525773195876289,0.6185567010309279,6.391752577319587,1.855670103092784,1.2371134020618555,3.402061855670103,1.5463917525773196,0.7216494845360825,4.43298969072165,0.30927835051546393
nh0003_1,1,44.11764705882353,55.88235294117647,49.264705882352935,50.735294117647065,12.5,8.088235294117647,16.911764705882355,32.35294117647059,27.20588235294117,23.529411764705877,12.5,1.4705882352941175,0.0,9.558823529411764,0.7352941176470588,0.7352941176470588,9.558823529411764,0.0,5.882352941176469,0.7352941176470588,0.0,4.411764705882354,0.7352941176470588,0.0,2.2058823529411766,0.0,6.617647058823531,0.7352941176470588,0.0,5.147058823529411,0.0,0.7352941176470588,7.352941176470589,0.0
nh0003_2,2,53.67647058823529,46.32352941176471,55.147058823529406,44.852941176470594,14.705882352941178,5.882352941176469,30.14705882352941,25.0,23.529411764705877,21.323529411764707,11.029411764705882,3.6764705882352944,2.9411764705882346,9.558823529411764,0.0,2.2058823529411766,4.411764705882354,0.0,7.352941176470589,1.4705882352941175,1.4705882352941175,7.352941176470589,0.0,0.7352941176470588,2.9411764705882346,0.0,3.6764705882352944,2.2058823529411766,1.4705882352941175,2.2058823529411766,0.0,1.4705882352941175,1.4705882352941175,0.0
nh0003_3,3,51.470588235294116,48.529411764705884,53.67647058823529,46.32352941176471,15.441176470588234,3.6764705882352944,24.264705882352942,29.411764705882355,27.20588235294117,19.11764705882353,13.970588235294118,0.7352941176470588,1.4705882352941175,8.088235294117647,1.4705882352941175,1.4705882352941175,6.617647058823531,0.0,10.294117647058822,0.0,1.4705882352941175,3.6764705882352944,0.0,0.0,2.2058823529411766,0.0,3.6764705882352944,0.7352941176470588,0.0,4.411764705882354,1.4705882352941175,1.4705882352941175,4.411764705882354,0.0
nh0003_4,4,40.44117647058824,59.558823529411754,55.147058823529406,44.852941176470594,9.558823529411764,11.029411764705882,13.970588235294118,41.17647058823529,26.470588235294123,18.38235294117647,3.6764705882352944,2.9411764705882346,2.2058823529411766,11.764705882352938,1.4705882352941175,2.2058823529411766,6.617647058823531,2.2058823529411766,0.0,0.7352941176470588,0.7352941176470588,5.882352941176469,0.0,1.4705882352941175,0.7352941176470588,0.7352941176470588,3.6764705882352944,2.2058823529411766,1.4705882352941175,5.882352941176469,1.4705882352941175,0.7352941176470588,5.882352941176469,1.4705882352941175
nh0003_5,5,43.165467625899275,56.834532374100725,49.64028776978417,50.35971223021583,4.316546762589929,12.949640287769785,15.827338129496402,33.81294964028777,27.33812949640288,23.02158273381295,7.1942446043165456,2.1582733812949644,0.0,5.755395683453237,2.8776978417266186,2.1582733812949644,2.1582733812949644,0.7194244604316548,2.8776978417266186,0.0,0.0,0.0,0.7194244604316548,1.4388489208633095,0.0,0.7194244604316548,4.316546762589929,2.1582733812949644,0.0,5.755395683453237,2.1582733812949644,0.7194244604316548,2.1582733812949644,0.0
nh0004_1,1,55.721393034825866,44.278606965174134,53.7313432835821,46.2686567164179,14.925373134328355,9.950248756218906,22.388059701492534,31.34328358208955,33.33333333333333,12.935323383084574,11.442786069651742,5.472636815920398,0.4975124378109453,5.472636815920398,4.477611940298506,1.9900497512437807,8.45771144278607,1.4925373134328357,6.965174129353233,1.4925373134328357,0.4975124378109453,1.9900497512437807,0.9950248756218906,0.9950248756218906,3.4825870646766166,1.4925373134328357,4.477611940298506,3.9800995024875614,0.0,3.4825870646766166,3.4825870646766166,0.9950248756218906,4.975124378109453,0.0
nh0004_2,2,77.61194029850745,22.388059701492534,55.22388059701493,44.77611940298507,16.91542288557214,5.970149253731343,39.30348258706468,15.92039800995025,38.30845771144278,6.467661691542287,13.432835820895527,6.467661691542287,1.9900497512437807,2.4875621890547266,0.4975124378109453,0.0,5.472636815920398,3.9800995024875614,10.945273631840797,4.477611940298506,1.9900497512437807,1.4925373134328357,0.4975124378109453,0.0,2.985074626865672,3.9800995024875614,2.4875621890547266,1.9900497512437807,0.0,0.9950248756218906,0.0,0.0,2.4875621890547266,0.0
nh0004_3,3,57.21393034825871,42.78606965174129,60.19900497512438,39.800995024875625,17.412935323383085,7.4626865671641776,29.850746268656717,30.34825870646766,27.363184079601982,12.437810945273633,24.37810945273632,6.965174129353233,0.9950248756218906,3.4825870646766166,1.4925373134328357,0.9950248756218906,4.477611940298506,1.9900497512437807,10.945273631840797,4.477611940298506,0.4975124378109453,2.4875621890547266,0.4975124378109453,0.0,0.4975124378109453,0.9950248756218906,13.432835820895527,2.4875621890547266,0.4975124378109453,0.9950248756218906,0.9950248756218906,0.9950248756218906,3.9800995024875614,0.9950248756218906
nh0004_4,4,33.33333333333333,66.66666666666666,70.1492537313433,29.850746268656717,10.44776119402985,15.422885572139304,18.40796019900497,51.7412935323383,14.925373134328355,14.925373134328355,8.955223880597012,9.452736318407961,1.4925373134328357,3.4825870646766166,3.4825870646766166,0.4975124378109453,4.975124378109453,2.4875621890547266,1.9900497512437807,3.4825870646766166,0.4975124378109453,0.4975124378109453,0.4975124378109453,0.0,1.9900497512437807,0.0,6.965174129353233,5.970149253731343,0.9950248756218906,2.985074626865672,2.985074626865672,0.4975124378109453,2.985074626865672,2.4875621890547266
nh0004_5,5,39.40886699507389,60.59113300492611,56.15763546798029,43.84236453201971,13.300492610837441,13.300492610837441,14.285714285714285,41.87192118226601,25.12315270935961,18.7192118226601,15.270935960591133,6.896551724137932,0.4926108374384237,3.940886699507389,1.9704433497536944,0.4926108374384237,6.896551724137932,2.4630541871921183,4.433497536945813,1.477832512315271,0.0,0.9852216748768472,0.0,0.0,0.4926108374384237,1.9704433497536944,10.83743842364532,5.41871921182266,0.4926108374384237,2.955665024630542,1.9704433497536944,0.4926108374384237,6.403940886699507,0.4926108374384237
nh0005_1,1,39.473684210526315,60.526315789473685,82.45614035087719,17.543859649122805,42.982456140350884,6.140350877192982,28.947368421052637,53.50877192982456,10.526315789473683,7.0175438596491215,25.438596491228072,0.8771929824561403,5.263157894736842,8.771929824561402,0.0,1.7543859649122806,4.385964912280701,2.631578947368421,12.280701754385964,0.0,0.0,1.7543859649122806,0.0,1.7543859649122806,0.0,0.8771929824561403,13.157894736842106,0.8771929824561403,5.263157894736842,7.0175438596491215,0.0,0.0,4.385964912280701,1.7543859649122806
nh0005_2,2,52.631578947368425,47.368421052631575,76.31578947368422,23.684210526315788,42.982456140350884,4.385964912280701,35.08771929824561,41.2280701754386,17.543859649122805,6.140350877192982,26.315789473684212,1.7543859649122806,4.385964912280701,10.526315789473683,0.8771929824561403,2.631578947368421,5.263157894736842,0.0,14.912280701754383,0.0,1.7543859649122806,4.385964912280701,0.8771929824561403,1.7543859649122806,0.8771929824561403,0.0,11.403508771929824,1.7543859649122806,2.631578947368421,6.140350877192982,0.0,0.8771929824561403,4.385964912280701,0.0
nh0005_3,3,25.438596491228072,74.56140350877193,71.9298245614035,28.070175438596486,36.84210526315789,5.263157894736842,19.298245614035086,52.631578947368425,6.140350877192982,21.929824561403507,18.421052631578945,0.0,7.894736842105262,5.263157894736842,0.0,2.631578947368421,9.649122807017543,0.8771929824561403,4.385964912280701,0.0,0.8771929824561403,1.7543859649122806,0.0,0.0,0.8771929824561403,0.0,14.035087719298243,0.0,7.0175438596491215,3.5087719298245608,0.0,2.631578947368421,8.771929824561402,0.8771929824561403
nh0005_4,4,31.578947368421048,68.42105263157895,81.57894736842105,18.421052631578945,32.45614035087719,13.157894736842106,26.315789473684212,55.26315789473685,5.263157894736842,13.157894736842106,19.298245614035086,5.263157894736842,6.140350877192982,7.894736842105262,2.631578947368421,2.631578947368421,8.771929824561402,0.8771929824561403,7.894736842105262,2.631578947368421,0.0,1.7543859649122806,0.0,1.7543859649122806,1.7543859649122806,0.0,11.403508771929824,2.631578947368421,6.140350877192982,6.140350877192982,2.631578947368421,0.8771929824561403,7.0175438596491215,0.8771929824561403
nh0005_5,5,47.45762711864407,52.54237288135593,85.59322033898306,14.406779661016948,24.576271186440678,9.322033898305083,41.525423728813564,44.067796610169495,5.932203389830509,8.47457627118644,11.016949152542374,5.084745762711865,3.3898305084745757,11.864406779661017,1.6949152542372878,1.6949152542372878,5.084745762711865,0.0,4.23728813559322,2.5423728813559325,0.0,5.932203389830509,0.8474576271186439,1.6949152542372878,3.3898305084745757,0.0,6.779661016949151,2.5423728813559325,3.3898305084745757,5.932203389830509,0.8474576271186439,0.0,1.6949152542372878,0.0
nh0006_1,1,38.27956989247311,61.72043010752689,71.18279569892472,28.817204301075268,32.25806451612903,8.38709677419355,23.225806451612907,47.956989247311824,15.053763440860214,13.763440860215054,15.483870967741936,5.806451612903227,7.096774193548387,6.021505376344086,1.5053763440860215,1.0752688172043012,5.591397849462366,0.6451612903225806,4.946236559139785,1.7204301075268815,2.1505376344086025,2.1505376344086025,0.4301075268817205,0.4301075268817205,2.1505376344086025,0.0,10.53763440860215,4.086021505376344,4.946236559139785,3.870967741935484,1.0752688172043012,0.6451612903225806,3.4408602150537635,0.6451612903225806
nh0006_2,2,58.494623655913976,41.505376344086024,67.31182795698925,32.68817204301075,30.10752688172043,5.806451612903227,34.19354838709677,33.118279569892465,24.301075268817204,8.38709677419355,8.60215053763441,3.870967741935484,10.10752688172043,4.946236559139785,1.0752688172043012,0.6451612903225806,6.666666666666668,0.4301075268817205,4.086021505376344,2.5806451612903225,5.806451612903227,3.2258064516129035,0.6451612903225806,0.6451612903225806,2.5806451612903225,0.21505376344086025,4.516129032258063,1.2903225806451613,4.301075268817205,1.7204301075268815,0.4301075268817205,0.0,4.086021505376344,0.21505376344086025
nh0006_3,3,62.365591397849464,37.63440860215053,65.3763440860215,34.623655913978496,20.43010752688172,10.752688172043008,39.13978494623656,26.23655913978495,23.225806451612907,11.397849462365592,10.967741935483874,4.301075268817205,7.526881720430107,10.322580645161288,1.5053763440860215,1.0752688172043012,4.516129032258063,1.0752688172043012,7.526881720430107,2.5806451612903225,3.4408602150537635,6.021505376344086,1.2903225806451613,0.8602150537634409,2.1505376344086025,0.4301075268817205,3.4408602150537635,1.7204301075268815,4.086021505376344,4.301075268817205,0.21505376344086025,0.21505376344086025,2.3655913978494625,0.6451612903225806
nh0006_4,4,64.08602150537635,35.913978494623656,62.79569892473118,37.20430107526881,17.419354838709676,10.10752688172043,37.63440860215053,25.161290322580644,26.451612903225808,10.752688172043008,23.655913978494624,4.086021505376344,0.0,4.516129032258063,0.8602150537634409,1.2903225806451613,7.311827956989247,0.21505376344086025,15.268817204301074,2.3655913978494625,0.0,2.5806451612903225,0.6451612903225806,1.0752688172043012,4.516129032258063,0.21505376344086025,8.38709677419355,1.7204301075268815,0.0,1.935483870967742,0.21505376344086025,0.21505376344086025,2.795698924731183,0.0
nh0006_5,5,30.49040511727079,69.5095948827292,75.69296375266525,24.307036247334754,19.189765458422176,14.285714285714285,20.042643923240934,55.65031982942431,10.44776119402985,13.859275053304904,18.763326226012797,6.183368869936035,2.1321961620469083,8.528784648187633,2.345415778251599,2.345415778251599,3.8379530916844353,0.4264392324093816,4.264392324093817,1.279317697228145,0.4264392324093816,1.7057569296375266,0.8528784648187633,0.6396588486140725,1.4925373134328357,0.2132196162046908,14.498933901918974,4.904051172707889,1.7057569296375266,6.823027718550106,1.4925373134328357,1.7057569296375266,2.345415778251599,0.2132196162046908
