,section,speech,narrated,emotional_NRC,neutral_NRC,positive_NRC,negative_NRC,speech_emotional_NRC,narrated_emotional_NRC,speech_neutral_NRC,narrated_neutral_NRC,Trust_NRC,Fear_NRC,Joy_NRC,Sadness_NRC,Anger_NRC,Disgust_NRC,Anticipation_NRC,Surprise_NRC,Trust_NRC_speech,Fear_NRC_speech,Joy_NRC_speech,Sadness_NRC_speech,Anger_NRC_speech,Disgust_NRC_speech,Anticipation_NRC_speech,Surprise_NRC_speech,Trust_NRC_narrated,Fear_NRC_narrated,Joy_NRC_narrated,Sadness_NRC_narrated,Anger_NRC_narrated,Disgust_NRC_narrated,Anticipation_NRC_narrated,Surprise_NRC_narrated
nh0007_1,1,69.84924623115577,30.15075376884422,72.36180904522614,27.63819095477387,14.070351758793972,14.572864321608037,47.48743718592965,24.874371859296478,22.36180904522613,5.276381909547738,10.050251256281408,7.035175879396986,1.507537688442211,8.040201005025125,0.7537688442211055,1.507537688442211,7.537688442211055,0.25125628140703515,6.78391959798995,5.276381909547738,1.256281407035176,6.281407035175879,0.0,1.0050251256281406,5.025125628140704,0.0,3.266331658291457,1.7587939698492463,0.25125628140703515,1.7587939698492463,0.7537688442211055,0.5025125628140703,2.512562814070352,0.25125628140703515
nh0007_2,2,49.497487437185924,50.502512562814076,73.61809045226131,26.38190954773869,15.829145728643216,17.839195979899497,31.65829145728643,41.95979899497488,17.839195979899497,8.542713567839195,10.552763819095476,6.281407035175879,2.7638190954773867,10.804020100502512,1.0050251256281406,1.507537688442211,7.2864321608040195,2.261306532663317,5.778894472361809,2.261306532663317,0.7537688442211055,6.532663316582915,0.25125628140703515,0.7537688442211055,2.512562814070352,0.7537688442211055,4.773869346733668,4.0201005025125625,2.010050251256281,4.271356783919598,0.7537688442211055,0.7537688442211055,4.773869346733668,1.507537688442211
nh0007_3,3,45.226130653266324,54.773869346733676,78.39195979899498,21.608040201005025,24.874371859296478,17.336683417085432,32.914572864321606,45.47738693467337,12.311557788944723,9.296482412060303,18.84422110552764,9.798994974874372,5.025125628140704,7.537688442211055,1.0050251256281406,1.7587939698492463,5.025125628140704,0.25125628140703515,11.557788944723619,4.0201005025125625,1.256281407035176,2.7638190954773867,0.25125628140703515,1.256281407035176,0.5025125628140703,0.0,7.2864321608040195,5.778894472361809,3.7688442211055273,4.773869346733668,0.7537688442211055,0.5025125628140703,4.522613065326634,0.25125628140703515
nh0007_4,4,46.231155778894475,53.768844221105525,72.1105527638191,27.889447236180906,17.839195979899497,17.336683417085432,26.63316582914573,45.47738693467337,19.597989949748744,8.291457286432161,5.276381909547738,8.291457286432161,3.266331658291457,8.040201005025125,1.7587939698492463,1.7587939698492463,4.773869346733668,1.0050251256281406,1.507537688442211,3.7688442211055273,0.5025125628140703,4.271356783919598,0.7537688442211055,0.5025125628140703,0.7537688442211055,0.5025125628140703,3.7688442211055273,4.522613065326634,2.7638190954773867,3.7688442211055273,1.0050251256281406,1.256281407035176,4.0201005025125625,0.5025125628140703
nh0007_5,5,39.19597989949749,60.80402010050251,71.10552763819095,28.894472361809047,14.070351758793972,18.341708542713565,23.36683417085427,47.73869346733668,15.829145728643216,13.06532663316583,12.060301507537687,8.542713567839195,1.507537688442211,6.532663316582915,2.512562814070352,0.7537688442211055,6.030150753768844,0.5025125628140703,4.271356783919598,1.7587939698492463,0.0,2.7638190954773867,0.5025125628140703,0.7537688442211055,2.7638190954773867,0.25125628140703515,7.7889447236180915,6.78391959798995,1.507537688442211,3.7688442211055273,2.010050251256281,0.0,3.266331658291457,0.25125628140703515
nh0008_1,1,40.38054968287528,59.61945031712473,60.676532769556026,39.32346723044397,11.20507399577167,11.416490486257928,17.12473572938689,43.551797040169134,23.255813953488367,16.0676532769556,10.359408033826638,3.171247357293869,1.6913319238900637,5.496828752642706,2.5369978858350954,1.9027484143763211,5.9196617336152215,1.0570824524312896,1.9027484143763211,1.2684989429175475,0.21141649048625796,2.1141649048625792,0.8456659619450317,0.8456659619450317,0.21141649048625796,0.4228329809725159,8.456659619450317,1.9027484143763211,1.4799154334038054,3.382663847780127,1.6913319238900637,1.0570824524312896,5.708245243128964,0.6342494714587738
nh0008_2,2,53.48837209302325,46.511627906976734,58.35095137420719,41.649048625792815,11.839323467230447,10.570824524312897,25.58139534883721,32.76955602536998,27.90697674418605,13.742071881606766,11.20507399577167,3.382663847780127,0.8456659619450317,4.651162790697675,3.171247357293869,0.8456659619450317,7.610993657505285,1.4799154334038054,3.8054968287526423,2.1141649048625792,0.0,2.9598308668076108,1.0570824524312896,0.6342494714587738,1.6913319238900637,1.2684989429175475,7.399577167019028,1.2684989429175475,0.8456659619450317,1.6913319238900637,2.1141649048625792,0.21141649048625796,5.9196617336152215,0.21141649048625796
nh0008_3,3,48.20295983086682,51.79704016913318,50.7399577167019,49.2600422832981,13.31923890063425,6.765327695560254,12.896405919661731,37.84355179704017,35.30655391120507,13.953488372093025,10.993657505285412,3.171247357293869,1.4799154334038054,5.9196617336152215,3.8054968287526423,0.8456659619450317,5.9196617336152215,1.0570824524312896,2.5369978858350954,1.2684989429175475,0.4228329809725159,2.3255813953488373,0.4228329809725159,0.21141649048625796,0.6342494714587738,0.21141649048625796,8.456659619450317,1.9027484143763211,1.0570824524312896,3.5940803382663846,3.382663847780127,0.6342494714587738,5.2854122621564485,0.8456659619450317
nh0008_4,4,23.044397463002113,76.95560253699789,64.69344608879493,35.30655391120507,18.181818181818183,9.725158562367863,10.147991543340382,54.54545454545454,12.896405919661731,22.41014799154334,15.644820295983086,4.651162790697675,1.2684989429175475,5.2854122621564485,1.6913319238900637,1.4799154334038054,6.13107822410148,0.21141649048625796,2.3255813953488373,0.4228329809725159,0.4228329809725159,0.8456659619450317,0.0,0.4228329809725159,1.2684989429175475,0.0,13.31923890063425,4.228329809725159,0.8456659619450317,4.439746300211417,1.6913319238900637,1.0570824524312896,4.8625792811839315,0.21141649048625796
nh0008_5,5,37.632135306553906,62.367864693446094,58.98520084566597,41.01479915433404,13.530655391120508,13.742071881606766,13.953488372093025,45.03171247357294,23.678646934460893,17.33615221987315,10.147991543340382,5.2854122621564485,0.4228329809725159,6.13107822410148,2.9598308668076108,1.2684989429175475,4.8625792811839315,1.6913319238900637,2.3255813953488373,0.6342494714587738,0.0,1.6913319238900637,0.4228329809725159,0.4228329809725159,1.0570824524312896,1.0570824524312896,7.822410147991543,4.651162790697675,0.4228329809725159,4.439746300211417,2.5369978858350954,0.8456659619450317,3.8054968287526423,0.6342494714587738
nh0009_1,1,47.514619883040936,52.485380116959064,76.90058479532162,23.09941520467836,15.64327485380117,16.52046783625731,35.67251461988304,41.2280701754386,11.842105263157894,11.257309941520466,15.497076023391811,8.187134502923977,1.023391812865497,8.333333333333332,3.070175438596491,1.023391812865497,5.701754385964912,0.7309941520467835,7.163742690058478,3.6549707602339176,0.5847953216374269,3.947368421052632,1.1695906432748535,0.7309941520467835,3.070175438596491,0.43859649122807015,8.333333333333332,4.5321637426900585,0.43859649122807015,4.385964912280701,1.9005847953216373,0.29239766081871343,2.631578947368421,0.29239766081871343
nh0009_2,2,33.771929824561404,66.22807017543859,86.25730994152046,13.742690058479534,12.42690058479532,24.561403508771928,27.046783625730995,59.21052631578946,6.725146198830409,7.0175438596491215,7.602339181286548,9.7953216374269,1.7543859649122806,12.865497076023393,5.116959064327485,1.6081871345029242,6.871345029239767,0.29239766081871343,3.3625730994152043,3.070175438596491,0.14619883040935672,4.093567251461988,1.023391812865497,0.29239766081871343,2.3391812865497075,0.14619883040935672,4.239766081871345,6.725146198830409,1.6081871345029242,8.771929824561402,4.093567251461988,1.3157894736842104,4.5321637426900585,0.14619883040935672
nh0009_3,3,17.690058479532162,82.30994152046783,79.67836257309942,20.321637426900587,15.204678362573096,18.128654970760234,12.573099415204675,67.10526315789474,5.116959064327485,15.204678362573096,17.397660818713447,11.257309941520466,2.1929824561403506,5.847953216374267,4.824561403508771,2.3391812865497075,6.2865497076023376,1.023391812865497,3.2163742690058483,1.4619883040935668,0.29239766081871343,0.5847953216374269,0.43859649122807015,0.29239766081871343,1.7543859649122806,0.0,14.1812865497076,9.7953216374269,1.9005847953216373,5.263157894736842,4.385964912280701,2.046783625730994,4.5321637426900585,1.023391812865497
nh0009_4,4,14.1812865497076,85.81871345029239,88.59649122807018,11.403508771929824,18.128654970760234,22.66081871345029,12.280701754385964,76.31578947368422,1.9005847953216373,9.502923976608187,12.719298245614036,11.403508771929824,0.8771929824561403,7.309941520467835,6.432748538011697,0.5847953216374269,6.140350877192982,0.7309941520467835,1.023391812865497,2.046783625730994,0.0,1.3157894736842104,0.43859649122807015,0.0,0.43859649122807015,0.29239766081871343,11.695906432748535,9.35672514619883,0.8771929824561403,5.9941520467836265,5.9941520467836265,0.5847953216374269,5.701754385964912,0.43859649122807015
nh0009_5,5,21.751824817518244,78.24817518248175,87.73722627737226,12.262773722627735,19.12408759124088,19.56204379562044,18.97810218978102,68.75912408759123,2.7737226277372264,9.48905109489051,16.642335766423358,9.05109489051095,1.7518248175182485,10.218978102189784,2.7737226277372264,1.313868613138686,8.175182481751825,1.45985401459854,2.335766423357664,1.8978102189781019,0.291970802919708,2.7737226277372264,0.4379562043795621,0.0,2.18978102189781,0.583941605839416,14.306569343065693,7.153284671532846,1.45985401459854,7.445255474452554,2.335766423357664,1.313868613138686,5.985401459854015,0.8759124087591241
nh0010_1,1,39.794754846066134,60.20524515393386,58.03876852907639,41.96123147092361,16.761687571265682,8.20980615735462,19.04218928164196,38.99657924743444,20.75256556442417,21.20866590649943,13.340935005701256,2.2805017103762832,1.7103762827822122,5.131128848346637,2.1664766248574687,0.7981755986316991,7.297605473204105,1.8244013683010265,5.473204104903079,0.5701254275940707,0.11402508551881416,2.0524515393386547,0.2280501710376283,0.5701254275940707,2.394526795895097,0.4561003420752566,7.867730900798175,1.7103762827822122,1.5963511972633981,3.0786773090079818,1.9384264538198404,0.2280501710376283,4.903078677309008,1.3683010262257698
