,section,speech,narrated,emotional_WN,neutral_WN,positive_WN,negative_WN,speech_emotional_WN,narrated_emotional_WN,speech_neutral_WN,narrated_neutral_WN
nh0005_2,2,52.631578947368425,47.368421052631575,89.47368421052632,10.526315789473683,20.175438596491226,6.140350877192982,43.85964912280701,45.614035087719294,8.771929824561402,1.7543859649122806
nh0005_3,3,25.438596491228072,74.56140350877193,92.98245614035088,7.0175438596491215,14.912280701754383,0.8771929824561403,25.438596491228072,67.54385964912281,0.0,7.0175438596491215
nh0005_4,4,31.578947368421048,68.42105263157895,89.47368421052632,10.526315789473683,16.666666666666664,3.5087719298245608,25.438596491228072,64.03508771929825,6.140350877192982,4.385964912280701
nh0005_5,5,47.45762711864407,52.54237288135593,92.3728813559322,7.627118644067798,14.406779661016948,6.779661016949151,41.525423728813564,50.847457627118644,5.932203389830509,1.6949152542372878
nh0006_1,1,38.27956989247311,61.72043010752689,89.89247311827957,10.10752688172043,19.354838709677423,3.2258064516129035,33.97849462365591,55.91397849462365,4.301075268817205,5.806451612903227
nh0006_2,2,58.494623655913976,41.505376344086024,87.31182795698925,12.688172043010757,16.559139784946233,2.1505376344086025,49.67741935483871,37.63440860215053,8.817204301075268,3.870967741935484
nh0006_3,3,62.365591397849464,37.63440860215053,83.65591397849462,16.344086021505376,12.688172043010757,3.6559139784946235,51.3978494623656,32.25806451612903,10.967741935483874,5.376344086021504
nh0006_4,4,64.08602150537635,35.913978494623656,75.05376344086021,24.946236559139784,4.946236559139785,2.5806451612903225,46.02150537634409,29.032258064516128,18.064516129032253,6.881720430107527
nh0006_5,5,30.49040511727079,69.5095948827292,85.07462686567165,14.925373134328355,5.756929637526653,3.8379530916844353,24.73347547974414,60.341151385927496,5.756929637526653,9.168443496801707
nh0007_1,1,69.84924623115577,30.15075376884422,82.66331658291458,17.336683417085432,7.035175879396986,4.773869346733668,55.27638190954774,27.386934673366838,14.572864321608037,2.7638190954773867
nh0007_2,2,49.497487437185924,50.502512562814076,89.94974874371859,10.050251256281408,9.045226130653267,7.7889447236180915,43.21608040201005,46.73366834170854,6.281407035175879,3.7688442211055273
nh0007_3,3,45.226130653266324,54.773869346733676,87.93969849246231,12.060301507537687,10.301507537688444,5.025125628140704,37.437185929648244,50.502512562814076,7.7889447236180915,4.271356783919598
nh0007_4,4,46.231155778894475,53.768844221105525,88.19095477386934,11.809045226130653,8.793969849246231,5.025125628140704,38.44221105527638,49.748743718592955,7.7889447236180915,4.0201005025125625
nh0007_5,5,39.19597989949749,60.80402010050251,84.92462311557789,15.07537688442211,5.527638190954773,6.030150753768844,30.90452261306533,54.02010050251256,8.291457286432161,6.78391959798995
nh0008_1,1,40.38054968287528,59.61945031712473,76.10993657505286,23.890063424947147,5.708245243128964,2.5369978858350954,22.198731501057075,53.91120507399578,18.181818181818183,5.708245243128964
nh0008_2,2,53.48837209302325,46.511627906976734,76.74418604651162,23.255813953488367,4.8625792811839315,4.0169133192389,35.729386892177594,41.01479915433404,17.758985200845668,5.496828752642706
nh0008_3,3,48.20295983086682,51.79704016913318,68.92177589852008,31.078224101479922,4.0169133192389,3.171247357293869,23.890063424947147,45.03171247357294,24.312896405919666,6.765327695560254
nh0008_4,4,23.044397463002113,76.95560253699789,82.4524312896406,17.54756871035941,5.708245243128964,3.382663847780127,17.12473572938689,65.3276955602537,5.9196617336152215,11.627906976744184
nh0008_5,5,37.632135306553906,62.367864693446094,74.4186046511628,25.58139534883721,4.228329809725159,4.651162790697675,21.987315010570825,52.43128964059196,15.644820295983086,9.936575052854122
nh0009_1,1,47.514619883040936,52.485380116959064,91.52046783625731,8.47953216374269,7.456140350877192,4.093567251461988,43.42105263157895,48.099415204678365,4.093567251461988,4.385964912280701
nh0009_2,2,33.771929824561404,66.22807017543859,91.66666666666666,8.333333333333332,4.678362573099415,6.2865497076023376,29.23976608187134,62.42690058479532,4.5321637426900585,3.8011695906432745
nh0009_3,3,17.690058479532162,82.30994152046783,91.95906432748536,8.04093567251462,8.04093567251462,2.7777777777777777,16.52046783625731,75.43859649122807,1.1695906432748535,6.871345029239767
nh0009_4,4,14.1812865497076,85.81871345029239,94.5906432748538,5.4093567251462,10.672514619883039,5.5555555555555545,13.304093567251465,81.28654970760235,0.8771929824561403,4.5321637426900585
nh0009_5,5,21.751824817518244,78.24817518248175,94.30656934306568,5.693430656934306,9.48905109489051,4.37956204379562,20.14598540145985,74.16058394160585,1.6058394160583942,4.087591240875913
nh0010_1,1,39.794754846066134,60.20524515393386,78.33523375142532,21.664766248574686,7.867730900798175,2.964652223489168,29.64652223489168,48.688711516533644,10.14823261117446,11.516533637400226
nh0010_2,2,44.355758266818704,55.644241733181296,80.15963511972632,19.840364880273658,7.753705815279361,2.622576966932725,33.8654503990878,46.29418472063854,10.490307867730902,9.35005701254276
nh0010_3,3,39.90877993158495,60.09122006841506,81.52793614595211,18.47206385404789,7.867730900798175,2.8506271379703536,30.444697833523374,51.08323831242872,9.464082098061574,9.007981755986318
nh0010_4,4,42.98745724059293,57.01254275940707,82.32611174458381,17.67388825541619,11.85860889395667,1.7103762827822122,33.97947548460662,48.34663625997721,9.007981755986318,8.665906499429875
nh0010_5,5,25.568181818181817,74.43181818181817,86.93181818181819,13.068181818181818,12.045454545454545,3.4090909090909087,20.34090909090909,66.5909090909091,5.227272727272727,7.840909090909093
nh0011_1,1,34.185303514377,65.814696485623,77.63578274760383,22.36421725239617,3.514376996805112,7.348242811501597,26.198083067092647,51.43769968051119,7.9872204472843435,14.376996805111823
nh0011_2,2,51.43769968051119,48.56230031948881,77.63578274760383,22.36421725239617,5.4313099041533555,4.15335463258786,36.74121405750799,40.89456869009585,14.696485623003195,7.667731629392972
nh0011_3,3,37.06070287539936,62.93929712460064,77.63578274760383,22.36421725239617,4.472843450479234,4.792332268370607,25.559105431309906,52.076677316293924,11.501597444089455,10.862619808306711
nh0011_4,4,21.725239616613422,78.27476038338658,84.02555910543131,15.974440894568687,3.8338658146964857,10.543130990415335,15.654952076677315,68.370607028754,6.0702875399361025,9.904153354632587
nh0011_5,5,20.569620253164558,79.43037974683544,87.9746835443038,12.025316455696206,5.69620253164557,12.341772151898734,16.455696202531644,71.51898734177216,4.113924050632911,7.9113924050632916
nh0012_1,1,7.547169811320754,92.45283018867924,88.67924528301887,11.320754716981131,3.39622641509434,8.679245283018867,5.283018867924528,83.39622641509435,2.2641509433962264,9.056603773584905
nh0012_2,2,4.150943396226415,95.84905660377359,94.33962264150944,5.6603773584905674,11.320754716981131,11.320754716981131,3.39622641509434,90.9433962264151,0.7547169811320755,4.905660377358491
nh0012_3,3,18.11320754716981,81.88679245283019,84.52830188679245,15.471698113207545,10.566037735849056,3.018867924528302,13.962264150943394,70.56603773584905,4.150943396226415,11.320754716981131
nh0012_4,4,29.811320754716984,70.18867924528301,81.13207547169812,18.867924528301888,6.415094339622643,9.811320754716984,19.622641509433965,61.50943396226415,10.18867924528302,8.679245283018867
nh0012_5,5,24.060150375939852,75.93984962406014,89.84962406015038,10.150375939849624,10.150375939849624,5.639097744360902,19.924812030075188,69.92481203007519,4.135338345864661,6.015037593984963
nh0013_1,1,39.58762886597938,60.41237113402062,76.70103092783506,23.29896907216495,11.340206185567009,2.061855670103093,24.123711340206185,52.57731958762887,15.463917525773196,7.835051546391753
nh0013_2,2,27.010309278350515,72.98969072164948,83.09278350515464,16.907216494845358,7.835051546391753,4.3298969072164954,19.79381443298969,63.29896907216494,7.216494845360824,9.690721649484537
nh0013_3,3,30.309278350515466,69.69072164948453,81.03092783505154,18.969072164948454,5.77319587628866,4.536082474226804,21.64948453608248,59.38144329896907,8.659793814432991,10.309278350515463
nh0013_4,4,38.96907216494846,61.03092783505154,80.0,20.0,4.536082474226804,5.77319587628866,29.072164948453608,50.927835051546396,9.896907216494846,10.103092783505154
nh0013_5,5,34.22131147540984,65.77868852459017,81.35245901639344,18.647540983606557,10.860655737704915,3.0737704918032787,23.97540983606557,57.377049180327866,10.245901639344263,8.401639344262295
nh0014_1,1,34.84848484848485,65.15151515151516,89.3939393939394,10.606060606060606,11.742424242424242,7.196969696969697,26.89393939393939,62.5,7.954545454545454,2.6515151515151514
nh0014_2,2,48.48484848484848,51.51515151515152,85.98484848484848,14.015151515151516,10.984848484848484,8.333333333333332,37.5,48.48484848484848,10.984848484848484,3.0303030303030303
nh0014_3,3,49.24242424242424,50.75757575757576,85.60606060606061,14.393939393939394,4.545454545454546,14.015151515151516,39.01515151515152,46.59090909090909,10.227272727272727,4.166666666666666
nh0014_4,4,35.60606060606061,64.39393939393939,91.66666666666666,8.333333333333332,10.984848484848484,12.5,31.060606060606066,60.60606060606061,4.545454545454546,3.787878787878788
nh0014_5,5,44.905660377358494,55.094339622641506,92.45283018867924,7.547169811320754,7.924528301886792,17.358490566037734,40.75471698113208,51.698113207547166,4.150943396226415,3.39622641509434
nh0015_1,1,53.50877192982456,46.49122807017544,93.85964912280701,6.140350877192982,12.280701754385964,6.140350877192982,48.24561403508772,45.614035087719294,5.263157894736842,0.8771929824561403
nh0015_2,2,64.91228070175438,35.08771929824561,89.47368421052632,10.526315789473683,10.526315789473683,2.631578947368421,57.894736842105274,31.578947368421048,7.0175438596491215,3.5087719298245608
nh0015_3,3,60.526315789473685,39.473684210526315,90.35087719298248,9.649122807017543,14.912280701754383,2.631578947368421,53.50877192982456,36.84210526315789,7.0175438596491215,2.631578947368421
nh0015_4,4,62.280701754385966,37.719298245614034,85.96491228070175,14.035087719298243,6.140350877192982,4.385964912280701,54.38596491228071,31.578947368421048,7.894736842105262,6.140350877192982
nh0015_5,5,53.846153846153854,46.153846153846146,92.30769230769229,7.6923076923076925,9.401709401709402,6.837606837606838,47.863247863247864,44.444444444444436,5.982905982905983,1.7094017094017095
nh0016_1,1,8.196721311475411,91.80327868852459,88.52459016393442,11.475409836065571,6.885245901639345,3.9344262295081966,8.196721311475411,80.327868852459,0.0,11.475409836065571
nh0016_2,2,16.065573770491802,83.93442622950819,82.29508196721311,17.704918032786885,4.590163934426228,4.918032786885246,10.81967213114754,71.47540983606558,5.245901639344262,12.459016393442626
nh0016_3,3,53.77049180327869,46.22950819672131,75.08196721311475,24.918032786885252,1.639344262295082,2.622950819672131,36.065573770491795,39.016393442622956,17.704918032786885,7.213114754098362
nh0016_4,4,21.9672131147541,78.03278688524591,84.59016393442623,15.409836065573769,4.590163934426228,4.590163934426228,16.393442622950822,68.1967213114754,5.573770491803278,9.836065573770492
nh0016_5,5,26.470588235294123,73.52941176470588,84.9673202614379,15.032679738562093,4.901960784313727,3.5947712418300646,19.934640522875817,65.0326797385621,6.535947712418301,8.49673202614379
nh0017_1,1,76.44171779141105,23.558282208588963,72.39263803680981,27.607361963190183,7.975460122699388,1.7177914110429449,51.165644171779135,21.226993865030675,25.2760736196319,2.3312883435582816
nh0017_2,2,74.27402862985684,25.725971370143146,73.74233128834355,26.257668711656443,11.083844580777097,1.5950920245398774,51.002044989775044,22.740286298568506,23.2719836400818,2.985685071574642
nh0017_3,3,77.01431492842534,22.98568507157464,67.68916155419224,32.310838445807775,6.993865030674846,1.2269938650306749,48.997955010224956,18.691206543967287,28.01635991820041,4.294478527607362
nh0017_4,4,61.34969325153374,38.65030674846626,70.30674846625767,29.693251533742327,6.584867075664621,1.7586912065439675,38.97750511247444,31.32924335378323,22.372188139059304,7.321063394683026
nh0017_5,5,70.1388888888889,29.86111111111111,72.18137254901961,27.818627450980397,6.045751633986927,2.3692810457516345,47.50816993464052,24.67320261437909,22.630718954248373,5.187908496732026
nh0018_1,1,93.29896907216495,6.7010309278350535,59.793814432989684,40.20618556701031,5.154639175257731,0.5154639175257731,54.639175257731964,5.154639175257731,38.659793814432994,1.5463917525773196
nh0018_2,2,93.29896907216495,6.7010309278350535,68.04123711340206,31.958762886597928,7.216494845360824,2.5773195876288657,62.37113402061856,5.6701030927835046,30.927835051546392,1.0309278350515465
nh0018_3,3,79.38144329896906,20.618556701030926,65.4639175257732,34.5360824742268,10.309278350515463,1.5463917525773196,47.93814432989691,17.525773195876287,31.443298969072167,3.0927835051546397
nh0018_4,4,35.56701030927835,64.43298969072166,79.89690721649485,20.103092783505154,11.340206185567009,2.5773195876288657,22.164948453608247,57.73195876288659,13.402061855670107,6.7010309278350535
nh0018_5,5,73.23232323232324,26.767676767676768,70.7070707070707,29.292929292929287,10.606060606060606,0.5050505050505051,44.949494949494955,25.75757575757576,28.282828282828284,1.0101010101010102
nh0019_1,1,18.421052631578945,81.57894736842105,92.10526315789473,7.894736842105262,23.684210526315788,2.631578947368421,14.912280701754383,77.19298245614034,3.5087719298245608,4.385964912280701
nh0019_2,2,62.280701754385966,37.719298245614034,82.45614035087719,17.543859649122805,9.649122807017543,4.385964912280701,47.368421052631575,35.08771929824561,14.912280701754383,2.631578947368421
nh0019_3,3,30.701754385964914,69.2982456140351,86.8421052631579,13.157894736842106,14.035087719298243,7.894736842105262,22.807017543859647,64.03508771929825,7.894736842105262,5.263157894736842
nh0019_4,4,43.85964912280701,56.14035087719297,86.8421052631579,13.157894736842106,11.403508771929824,2.631578947368421,33.33333333333333,53.50877192982456,10.526315789473683,2.631578947368421
nh0019_5,5,57.894736842105274,42.105263157894726,82.45614035087719,17.543859649122805,13.157894736842106,7.894736842105262,42.982456140350884,39.473684210526315,14.912280701754383,2.631578947368421
nh0020_1,1,16.85214626391097,83.14785373608903,78.00741918388977,21.992580816110223,5.670376258611553,2.2257551669316373,11.128775834658187,66.87864334923158,5.723370429252782,16.269210386857445
nh0020_2,2,33.59830418653948,66.40169581346052,74.03285638579756,25.967143614202442,5.670376258611553,2.1197668256491786,23.688394276629573,50.34446210916799,9.90990990990991,16.05723370429253
nh0020_3,3,18.97191308956015,81.02808691043984,74.24483306836248,25.755166931637522,4.345521992580816,1.5368309485956544,12.400635930047695,61.84419713831478,6.5712771595124515,19.183889772125067
nh0020_4,4,26.762056173820877,73.23794382617912,71.27715951245362,28.72284048754637,4.186539480657127,1.2188659247482776,15.89825119236884,55.37890832008478,10.863804981452038,17.859035506094326
nh0020_5,5,30.65113816834304,69.34886183165696,72.2075172048703,27.792482795129693,4.870301746956062,1.4293276866066702,17.787188988883003,54.42032821598729,12.863949179460034,14.928533615669668
nh0022_1,1,21.942446043165468,78.05755395683454,86.33093525179855,13.66906474820144,7.553956834532374,8.273381294964029,16.72661870503597,69.60431654676259,5.215827338129497,8.453237410071942
nh0022_2,2,32.55395683453237,67.44604316546763,74.46043165467627,25.539568345323744,4.316546762589929,6.83453237410072,18.884892086330932,55.57553956834532,13.66906474820144,11.8705035971223
nh0022_3,3,22.66187050359712,77.33812949640287,81.47482014388491,18.525179856115106,2.5179856115107917,8.81294964028777,12.589928057553955,68.88489208633094,10.071942446043163,8.453237410071942
nh0022_4,4,30.575539568345324,69.42446043165468,76.97841726618705,23.02158273381295,3.0575539568345325,7.913669064748201,16.18705035971223,60.79136690647482,14.388489208633091,8.633093525179858
nh0022_5,5,32.73381294964029,67.26618705035972,76.97841726618705,23.02158273381295,3.2374100719424463,9.712230215827338,20.143884892086326,56.834532374100725,12.589928057553955,10.431654676258994
nh0023_1,1,19.571865443425075,80.42813455657493,88.68501529051987,11.314984709480123,13.761467889908257,5.198776758409786,13.149847094801224,75.53516819571865,6.422018348623854,4.892966360856269
nh0023_2,2,40.0611620795107,59.93883792048929,76.1467889908257,23.85321100917432,9.174311926605503,4.892966360856269,25.68807339449541,50.45871559633027,14.37308868501529,9.48012232415902
nh0023_3,3,38.22629969418961,61.773700305810394,79.51070336391437,20.489296636085626,3.9755351681957194,3.3639143730886847,24.464831804281346,55.045871559633035,13.761467889908257,6.727828746177369
nh0023_4,4,46.48318042813457,53.516819571865454,76.4525993883792,23.547400611620798,4.281345565749235,2.752293577981652,31.19266055045872,45.259938837920494,15.290519877675841,8.256880733944955
nh0023_5,5,40.785498489425976,59.21450151057401,82.4773413897281,17.522658610271904,8.761329305135952,6.3444108761329305,30.211480362537767,52.26586102719033,10.574018126888216,6.948640483383686
nh0054_1,1,33.24742268041237,66.75257731958763,89.69072164948454,10.309278350515463,7.989690721649484,3.7800687285223367,27.920962199312715,61.769759450171826,5.326460481099656,4.9828178694158085
nh0054_2,2,33.161512027491405,66.83848797250859,92.09621993127148,7.903780068728522,10.2233676975945,4.639175257731959,28.951890034364265,63.144329896907216,4.209621993127148,3.694158075601375
nh0054_3,3,22.422680412371136,77.57731958762886,91.92439862542956,8.075601374570446,9.106529209621993,4.810996563573884,18.81443298969072,73.10996563573883,3.608247422680412,4.4673539518900345
nh0054_4,4,33.24742268041237,66.75257731958763,91.3230240549828,8.676975945017183,9.106529209621993,4.553264604810996,28.43642611683849,62.886597938144334,4.810996563573884,3.865979381443299
nh0054_5,5,27.910958904109588,72.08904109589042,94.43493150684931,5.565068493150685,13.613013698630136,2.7397260273972597,25.25684931506849,69.17808219178083,2.6541095890410955,2.910958904109589
nh0055_1,1,33.92857142857143,66.07142857142857,93.75,6.25,6.25,5.357142857142857,29.82142857142857,63.92857142857142,4.107142857142857,2.142857142857143
nh0055_2,2,28.75,71.25,93.75,6.25,9.464285714285714,6.7857142857142865,25.892857142857146,67.85714285714286,2.8571428571428568,3.3928571428571432
nh0055_3,3,28.035714285714285,71.96428571428571,92.67857142857143,7.321428571428572,7.5,5.357142857142857,24.642857142857146,68.03571428571429,3.3928571428571432,3.928571428571429
nh0055_4,4,18.571428571428573,81.42857142857143,94.28571428571428,5.7142857142857135,7.142857142857142,5.5357142857142865,16.785714285714285,77.5,1.7857142857142856,3.928571428571429
nh0055_5,5,20.677361853832444,79.32263814616756,95.36541889483064,4.634581105169341,6.951871657754011,6.238859180035651,19.96434937611408,75.40106951871657,0.7130124777183601,3.92156862745098
nh0056_1,1,23.947051744885677,76.05294825511432,92.65944645006016,7.3405535499398304,9.626955475330927,4.0914560770156445,20.938628158844768,71.72081829121541,3.0084235860409145,4.332129963898916
nh0056_2,2,31.528279181708783,68.47172081829122,91.93742478941034,8.062575210589651,9.867629362214199,4.452466907340553,28.519855595667874,63.417569193742466,3.0084235860409145,5.054151624548736
nh0056_3,3,20.697954271961493,79.30204572803851,95.18652226233452,4.813477737665464,6.618531889290012,6.859205776173287,19.13357400722021,76.05294825511432,1.5643802647412757,3.2490974729241877
nh0056_4,4,21.90132370637786,78.09867629362212,93.02045728038507,6.979542719614923,7.701564380264743,5.535499398315283,19.13357400722021,73.88688327316487,2.7677496991576414,4.2117930204572795
nh0056_5,5,30.215827338129497,69.7841726618705,91.72661870503596,8.273381294964029,6.71462829736211,5.155875299760192,26.738609112709828,64.98800959232615,3.477218225419664,4.796163069544366
nh0091_1,1,27.96208530805687,72.03791469194312,81.5165876777251,18.483412322274877,9.47867298578199,4.739336492890995,13.270142180094789,68.24644549763033,14.691943127962086,3.791469194312796
nh0091_2,2,47.39336492890995,52.60663507109005,73.9336492890995,26.06635071090048,7.109004739336492,2.3696682464454977,25.59241706161137,48.34123222748815,21.80094786729858,4.265402843601897
nh0091_3,3,45.023696682464454,54.976303317535546,82.46445497630332,17.535545023696685,7.582938388625592,3.3175355450236967,34.123222748815174,48.34123222748815,10.90047393364929,6.6350710900473935
nh0091_4,4,27.488151658767773,72.51184834123224,90.99526066350712,9.00473933649289,6.161137440758294,3.791469194312796,21.80094786729858,69.19431279620855,5.6872037914691935,3.3175355450236967
nh0091_5,5,49.29577464788733,50.70422535211267,78.8732394366197,21.12676056338028,5.164319248826291,6.572769953051643,31.92488262910798,46.94835680751174,17.370892018779344,3.755868544600939
nh0096_1,1,55.45454545454545,44.54545454545455,84.54545454545455,15.454545454545453,7.7272727272727275,3.636363636363636,44.54545454545455,40.0,10.909090909090908,4.545454545454546
nh0096_2,2,34.54545454545455,65.45454545454545,90.45454545454544,9.545454545454547,12.272727272727273,0.9090909090909092,30.454545454545453,60.0,4.090909090909091,5.454545454545454
nh0096_3,3,63.18181818181819,36.81818181818181,89.0909090909091,10.909090909090908,11.818181818181818,2.727272727272727,55.90909090909091,33.18181818181819,7.272727272727272,3.636363636363636
nh0096_4,4,57.72727272727273,42.27272727272727,85.0,15.0,7.7272727272727275,5.0,47.27272727272727,37.72727272727273,10.454545454545453,4.545454545454546
nh0096_5,5,45.70135746606335,54.29864253393665,80.09049773755656,19.909502262443443,5.882352941176469,2.7149321266968327,33.484162895927604,46.606334841628964,12.217194570135744,7.6923076923076925
nh0102_1,1,52.41090146750525,47.58909853249475,81.55136268343816,18.448637316561843,8.385744234800839,4.402515723270441,37.9454926624738,43.60587002096435,14.465408805031444,3.9832285115303994
nh0102_2,2,56.60377358490565,43.39622641509435,80.083857442348,19.91614255765199,8.385744234800839,3.7735849056603774,39.62264150943396,40.461215932914044,16.9811320754717,2.9350104821802936
nh0102_3,3,81.34171907756811,18.658280922431867,75.8909853249476,24.10901467505241,6.918238993710692,6.079664570230608,58.90985324947589,16.9811320754717,22.431865828092235,1.677148846960168
nh0102_4,4,66.0377358490566,33.9622641509434,79.24528301886792,20.754716981132077,6.289308176100628,2.7253668763102725,49.47589098532495,29.769392033542978,16.561844863731658,4.19287211740042
nh0102_5,5,69.93736951983297,30.062630480167012,77.66179540709813,22.338204592901878,6.471816283924843,3.5490605427974953,49.686847599164935,27.97494780793319,20.250521920668053,2.0876826722338206
nh0219_1,1,48.518518518518526,51.481481481481474,85.92592592592592,14.074074074074074,11.851851851851851,4.0740740740740735,41.85185185185185,44.074074074074076,6.666666666666668,7.4074074074074066
nh0219_2,2,53.33333333333334,46.66666666666666,77.03703703703705,22.962962962962962,7.037037037037037,2.9629629629629632,41.481481481481474,35.555555555555564,11.851851851851851,11.111111111111109
nh0219_3,3,54.444444444444436,45.555555555555564,68.14814814814815,31.85185185185185,5.925925925925927,3.7037037037037033,37.407407407407405,30.740740740740737,17.037037037037038,14.814814814814813
nh0219_4,4,74.44444444444444,25.555555555555554,72.96296296296295,27.037037037037038,4.0740740740740735,1.4814814814814816,51.481481481481474,21.48148148148148,22.962962962962962,4.0740740740740735
nh0219_5,5,72.16117216117215,27.83882783882784,74.72527472527473,25.274725274725274,4.761904761904762,1.465201465201465,52.01465201465202,22.71062271062271,20.146520146520146,5.128205128205128
nh0220_1,1,41.0958904109589,58.9041095890411,85.2054794520548,14.794520547945206,14.246575342465755,6.301369863013699,33.972602739726035,51.232876712328775,7.123287671232878,7.671232876712329
nh0220_2,2,41.0958904109589,58.9041095890411,78.63013698630138,21.369863013698627,9.041095890410961,7.671232876712329,29.04109589041096,49.58904109589043,12.054794520547945,9.315068493150683
nh0220_3,3,32.602739726027394,67.39726027397259,88.21917808219179,11.78082191780822,12.876712328767125,7.397260273972603,28.21917808219178,60.0,4.383561643835616,7.397260273972603
nh0220_4,4,38.630136986301366,61.36986301369865,88.76712328767124,11.232876712328768,8.21917808219178,9.315068493150683,32.328767123287676,56.43835616438356,6.301369863013699,4.931506849315068
nh0220_5,5,31.521739130434785,68.47826086956522,87.77173913043478,12.228260869565215,7.880434782608696,10.597826086956523,27.71739130434783,60.05434782608695,3.804347826086957,8.423913043478262
