,section,speech,narrated,emotional_WN,neutral_WN,positive_WN,negative_WN,speech_emotional_WN,narrated_emotional_WN,speech_neutral_WN,narrated_neutral_WN,emotional_NRC,neutral_NRC,positive_NRC,negative_NRC,speech_emotional_NRC,narrated_emotional_NRC,speech_neutral_NRC,narrated_neutral_NRC,Trust_NRC,Fear_NRC,Joy_NRC,Sadness_NRC,Anger_NRC,Disgust_NRC,Anticipation_NRC,Surprise_NRC,Trust_NRC_speech,Trust_NRC_narrated,Fear_NRC_speech,Fear_NRC_narrated,Joy_NRC_speech,Joy_NRC_narrated,Sadness_NRC_speech,Sadness_NRC_narrated,Anger_NRC_speech,Anger_NRC_narrated,Disgust_NRC_speech,Disgust_NRC_narrated,Anticipation_NRC_speech,Anticipation_NRC_narrated,Surprise_NRC_speech,Surprise_NRC_narrated
nh0001_1,1,58.36177474402731,41.638225255972685,74.4027303754266,25.597269624573368,6.143344709897611,1.3651877133105803,38.22525597269625,36.177474402730375,20.13651877133106,5.460750853242321,55.290102389078505,44.709897610921495,13.993174061433447,8.873720136518774,24.573378839590443,30.716723549488048,33.78839590443686,10.921501706484642,10.921501706484642,2.389078498293516,2.389078498293516,5.802047781569966,0.6825938566552902,2.7303754266211606,5.802047781569966,1.023890784982935,3.7542662116040963,7.167235494880546,1.3651877133105803,1.023890784982935,1.023890784982935,1.3651877133105803,3.0716723549488054,2.7303754266211606,0.6825938566552902,0.0,1.706484641638225,1.023890784982935,3.0716723549488054,2.7303754266211606,1.023890784982935,0.0
nh0001_2,2,56.996587030716725,43.00341296928328,79.18088737201366,20.819112627986343,7.8498293515358375,3.0716723549488054,41.29692832764505,37.8839590443686,15.699658703071673,5.119453924914676,65.52901023890784,34.47098976109216,10.238907849829351,12.969283276450513,32.08191126279864,33.44709897610921,24.91467576791809,9.55631399317406,11.604095563139932,3.7542662116040963,1.023890784982935,8.873720136518774,3.4129692832764507,1.706484641638225,8.19112627986348,0.3412969283276451,3.4129692832764507,8.19112627986348,2.389078498293516,1.3651877133105803,0.3412969283276451,0.6825938566552902,4.778156996587032,4.09556313993174,2.04778156996587,1.3651877133105803,1.3651877133105803,0.3412969283276451,4.436860068259387,3.7542662116040963,0.3412969283276451,0.0
nh0001_3,3,47.7815699658703,52.2184300341297,83.61774744027305,16.38225255972696,9.897610921501707,4.09556313993174,34.129692832764505,49.48805460750854,13.651877133105804,2.7303754266211606,70.30716723549489,29.69283276450512,16.723549488054605,14.675767918088734,24.232081911262803,46.075085324232084,23.54948805460751,6.143344709897611,12.286689419795222,4.436860068259387,1.706484641638225,5.460750853242321,4.09556313993174,1.023890784982935,6.4846416382252565,0.3412969283276451,3.7542662116040963,8.532423208191126,2.389078498293516,2.04778156996587,0.0,1.706484641638225,2.7303754266211606,2.7303754266211606,1.706484641638225,2.389078498293516,0.6825938566552902,0.3412969283276451,2.04778156996587,4.436860068259387,0.3412969283276451,0.0
nh0001_4,4,47.7815699658703,52.2184300341297,79.86348122866896,20.13651877133106,6.143344709897611,4.778156996587032,30.03412969283277,49.82935153583618,17.747440273037547,2.389078498293516,66.21160409556313,33.78839590443686,12.969283276450513,14.334470989761092,23.54948805460751,42.66211604095563,24.232081911262803,9.55631399317406,7.508532423208193,3.4129692832764507,2.389078498293516,6.143344709897611,7.8498293515358375,0.6825938566552902,4.436860068259387,2.04778156996587,3.4129692832764507,4.09556313993174,0.6825938566552902,2.7303754266211606,0.3412969283276451,2.04778156996587,2.7303754266211606,3.4129692832764507,3.4129692832764507,4.436860068259387,0.3412969283276451,0.3412969283276451,0.6825938566552902,3.7542662116040963,1.023890784982935,1.023890784982935
nh0001_5,5,59.32203389830508,40.67796610169492,80.0,20.0,8.47457627118644,2.3728813559322037,42.3728813559322,37.6271186440678,16.94915254237288,3.050847457627119,62.033898305084755,37.96610169491525,13.220338983050848,9.830508474576273,30.50847457627119,31.525423728813557,28.813559322033896,9.152542372881355,9.491525423728813,5.423728813559323,1.6949152542372878,7.4576271186440675,1.6949152542372878,1.3559322033898304,6.779661016949151,0.3389830508474576,4.067796610169491,5.423728813559323,1.6949152542372878,3.7288135593220337,1.0169491525423728,0.6779661016949152,5.084745762711865,2.3728813559322037,0.3389830508474576,1.3559322033898304,0.6779661016949152,0.6779661016949152,2.0338983050847457,4.7457627118644075,0.3389830508474576,0.0
nh0002_1,1,29.39958592132505,70.60041407867493,82.71221532091097,17.28778467908903,10.662525879917185,3.6231884057971016,20.80745341614907,61.904761904761905,8.592132505175984,8.695652173913043,64.80331262939957,35.19668737060041,21.22153209109731,12.008281573498964,11.594202898550725,53.20910973084886,17.805383022774325,17.391304347826086,14.906832298136644,6.004140786749482,3.2091097308488616,6.521739130434782,1.6563146997929608,1.7598343685300208,5.279503105590061,0.6211180124223602,3.312629399585921,11.594202898550725,0.8281573498964804,5.175983436853001,0.2070393374741201,3.002070393374741,1.7598343685300208,4.761904761904762,0.10351966873706003,1.5527950310559009,0.3105590062111801,1.4492753623188406,0.9316770186335404,4.3478260869565215,0.10351966873706003,0.5175983436853002
nh0002_2,2,44.92753623188405,55.07246376811594,79.71014492753623,20.28985507246377,9.316770186335404,2.2774327122153206,29.71014492753623,50.0,15.217391304347828,5.0724637681159415,59.1097308488613,40.89026915113871,18.426501035196686,10.869565217391305,16.35610766045549,42.7536231884058,28.57142857142857,12.318840579710145,16.666666666666664,5.383022774327122,2.5879917184265007,6.211180124223603,2.691511387163561,0.5175983436853002,7.453416149068322,1.1387163561076603,5.900621118012422,10.766045548654244,2.070393374741201,3.312629399585921,0.6211180124223602,1.9668737060041408,2.2774327122153206,3.9337474120082816,0.6211180124223602,2.070393374741201,0.3105590062111801,0.2070393374741201,2.898550724637681,4.554865424430641,0.5175983436853002,0.6211180124223602
nh0002_3,3,46.99792960662526,53.00207039337474,76.60455486542443,23.39544513457557,7.246376811594202,2.380952380952381,31.366459627329192,45.23809523809525,15.63146997929607,7.763975155279502,58.281573498964796,41.718426501035204,14.699792960662524,7.453416149068322,22.360248447204967,35.921325051759844,24.63768115942029,17.08074534161491,15.838509316770187,3.1055900621118013,2.5879917184265007,7.867494824016562,1.5527950310559009,0.6211180124223602,4.761904761904762,0.5175983436853002,6.211180124223603,9.627329192546583,0.5175983436853002,2.5879917184265007,1.2422360248447204,1.3457556935817805,3.7267080745341614,4.140786749482402,0.3105590062111801,1.2422360248447204,0.10351966873706003,0.5175983436853002,1.7598343685300208,3.002070393374741,0.4140786749482402,0.10351966873706003
nh0002_4,4,46.68737060041408,53.31262939958592,72.46376811594203,27.53623188405797,8.695652173913043,1.7598343685300208,29.39958592132505,43.064182194616976,17.28778467908903,10.248447204968944,52.79503105590062,47.20496894409938,15.63146997929607,7.971014492753622,15.942028985507244,36.853002070393366,30.745341614906835,16.459627329192546,11.387163561076605,3.002070393374741,2.691511387163561,4.451345755693581,1.6563146997929608,1.7598343685300208,6.107660455486543,1.5527950310559009,3.9337474120082816,7.453416149068322,0.4140786749482402,2.5879917184265007,0.4140786749482402,2.2774327122153206,2.380952380952381,2.070393374741201,0.7246376811594203,0.9316770186335404,0.8281573498964804,0.9316770186335404,1.3457556935817805,4.761904761904762,0.9316770186335404,0.6211180124223602
nh0002_5,5,52.680412371134025,47.319587628865975,71.75257731958762,28.24742268041237,5.360824742268041,1.9587628865979383,32.47422680412371,39.27835051546392,20.20618556701031,8.041237113402063,50.30927835051546,49.69072164948454,14.020618556701029,8.041237113402063,18.453608247422682,31.85567010309278,34.22680412371134,15.463917525773196,10.206185567010307,3.5051546391752577,1.855670103092784,5.567010309278351,2.061855670103093,0.8247422680412372,6.185567010309278,0.9278350515463918,3.8144329896907214,6.391752577319587,1.6494845360824744,1.855670103092784,0.6185567010309279,1.2371134020618555,2.1649484536082477,3.402061855670103,0.5154639175257731,1.5463917525773196,0.10309278350515463,0.7216494845360825,1.7525773195876289,4.43298969072165,0.6185567010309279,0.30927835051546393
