idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
nh0016,0.001434378674634104,0.0002764525505735964,0.0004817337605850589,0.00043987582288721784,0.003807544844036171,0.00044959163666408186,0.023087716367542324,0.0011595779796422156,0.4810848120042048,0.006083276295157662,0.00036993194026363653,0.07860440857719807,0.007695760279651326,0.02118395903726056,0.010865058138829663,0.005174526330813902,0.028852495150597807,0.010438654553871917,0.007851258017385345,0.00021495855384903818,0.054936359932646416,0.0003188153568932772,0.08212085533672747,0.008804738480520146,7.775500847555313e-05,0.0077335389968771606,0.0036832743803830864,0.14400762749480006,0.0022988060916650996,0.006462258405363363
nh0017,0.003408589134203798,0.0057570563517531275,0.0007483734133996402,0.0023371582908460176,0.005645467492889917,0.005421209530537959,0.0673061452284246,0.005306046449444327,0.0037159551211363136,0.002401106162973366,0.0020859126039814387,0.026929290726754943,0.09797351728138307,0.006934968390167685,0.04406021145137631,0.0016076289462089546,0.020024695627606018,0.016995582873309587,0.008645432450631298,0.003113112487227505,0.07172463355355059,0.0030379787326312957,0.041289510740054984,0.005504101412373333,0.000633747698277854,0.46405687346059515,0.0007448177764771338,0.07016642818883971,0.0035548267657045654,0.008869621657239783
nh0020,0.002431708439529277,0.003747583183878274,0.001862227253675266,0.6056810960854101,0.019901504117215297,0.002433789148126625,0.015712851604596564,0.004383825476748274,0.0026388287718655816,0.0008117173347686697,0.0014049928107625934,0.046670880627729915,0.02386098528932172,0.015943031646906775,0.017754427321142758,0.0026736124913572857,0.02312578971628715,0.02470630159174792,0.0037334375209278786,0.003154879471631901,0.04628041010165014,0.001320614058939491,0.0401664088116951,0.013090223337114713,0.0018475639320116829,0.008999620769470588,0.0004236981534198057,0.04760086022117018,0.0038700434682513002,0.013767087242646935
nh0022,0.007135066211025691,0.001603949923996384,0.000574231947556745,0.0023697807300838633,0.014031794142683199,0.004555971366178096,0.019271626075106914,0.0027083400062470585,0.0013049184613641415,0.0005324176928030492,0.0010062159948976788,0.028769224257430077,0.010773087976633431,0.009018087893853529,0.004915216334253528,0.0032173119378487527,0.734826947339632,0.0007261548237844544,0.016831142894486173,0.0014329051622344517,0.014852435509132053,0.0006528253612225458,0.0075472834689069585,0.004801255529206409,0.005947650284884757,0.0018137536976222603,0.0008339930907659142,0.09102602069285572,0.001493661250612278,0.005426729942692039
nh0024,0.010528772999081377,0.005626275195204455,0.0003321354786739794,0.0459711239218046,0.027599322115556133,0.001995905571918379,0.055765416699026155,0.0034664840846805583,0.003661869841275462,0.006460038249303043,0.003130345853159138,0.038239551166895897,0.06190212733433238,0.02895976259475648,0.006235995322385018,0.0012024329793167985,0.02354836792963231,0.013472678093835979,0.008540949331118857,0.010073994843987449,0.21826348893964642,0.032332456548712425,0.17038474135197235,0.02496079702348264,8.212043049546681e-05,0.0226261137396961,0.0043105298793089785,0.14992128309717623,0.003028255073676687,0.01737666430988822
nh0026,0.0008670690183496439,0.005676473109677537,0.0004733537661602865,0.00024553282901190596,0.0020038480267590758,0.011399485539886988,0.021147815616963155,0.0004784030087713618,0.0015075806769300677,0.0045084905645923325,0.6559443178915525,0.019095205071739264,0.007916167848978369,0.004876709621390194,0.0074533711317448575,0.00018691137003070223,0.00888355469947693,0.003874894865228749,0.0009778222862522356,0.0010694935397200164,0.07249586964065553,0.0001903736988937458,0.01001143759688869,0.002384183559949733,0.00020233739055788944,0.0032662386515620863,0.00013659679837302162,0.14862650821268591,0.0022702252439156484,0.0018297287233016094
nh0027,0.0038872863431052033,0.005482958914500236,0.002299853701278267,0.005239129730270283,0.06408209341653319,0.0021507221693701237,0.10103041307060591,0.0074514399116629056,0.00308398878204828,0.00036673406371647726,0.0006219033114982792,0.018459542874772982,0.2912960478145828,0.019052390837704766,0.02131475812436957,0.00018319803408973543,0.02090275629965359,0.0061056028337691925,0.00691149987520478,0.011241533799885852,0.05786954833827065,0.0028721230722229237,0.029775975622492692,0.006944816570071492,0.00019074406911774664,0.01082334722281331,0.0014830860286325271,0.09081743741665911,0.001152058832204142,0.20690700891889302
nh0028,0.00028478496500214406,0.015378024489460585,0.005793398198841805,0.02205110808009176,0.08428397526062605,0.00434056031619363,0.06431327159491944,0.0027753307986387874,0.0040537285784531885,0.01282916031435513,0.0029330653118074417,0.032833873534036113,0.055073685316194686,0.002625644559828549,0.015714518688028336,0.0013009330852897655,0.01348341996311662,0.03813426598197844,0.021166655539634188,0.01535049609398713,0.04111177540209226,9.593082409193418e-05,0.02605225847566275,0.004424721430785051,6.177933628108271e-05,0.007711564682133871,7.083831996126145e-05,0.08062637366720386,0.0006765168374015356,0.4244483403539026
nh0034,0.009223507835603478,0.007184633181300871,0.0004441755828141742,0.0011573165196734252,0.4860437489660576,0.002553111856317191,0.013028975765947023,0.00578138707602126,0.003418283630917069,0.002548462525255531,0.0011710873287573526,0.02394605243447718,0.019530365499094367,0.01270621683648364,0.0005568217737727648,0.004197594974856036,0.0009097170172441934,0.004655577105699501,0.0006359757616537525,0.011931507076574893,0.1239752904342476,0.004566069705748844,0.06131778666808679,0.02553589143172932,0.007512509042085535,0.00020270721587026404,0.0037657222734051752,0.15431299851092595,0.004558548424217704,0.0026279575451614618
nh0035,0.012751787513827146,0.012518940705680647,0.002701918854680407,0.004656872820614866,0.01616320308786542,0.4327671038545616,0.052473956243982184,0.004634313803275544,0.007898832631303657,0.002168305367217729,0.007029283781968477,0.02878240590784337,0.04419259022709504,0.01340978316073921,0.01839423376255199,0.0026029827053767798,0.014640735595811184,0.005313624837332809,0.003931994063216645,0.004425432496943287,0.07935603385567398,0.0022294488534568067,0.11204715449794565,0.018432173179926847,0.001014760548935931,0.005283055814092026,0.00179007333472263,0.06978077532257003,0.00697982946509074,0.011628393705697621
nh0036,0.018460790840327132,0.008418067339922616,0.0007745455124189246,0.015402503051484964,0.004828887992817464,0.002309928512284958,0.03760330160810417,0.0015526172584292446,0.0047712936374284835,0.0013482940682084952,0.0038108362316674103,0.1002559084641392,0.09677366255384161,0.007840422004890693,0.02139722279885538,0.005095604786659731,0.024389962553554686,0.04214475038985903,0.04741686425985776,0.0025304882868155444,0.07699785379351294,0.006898846368212761,0.2738479115360304,0.10646752596993445,8.349926518629071e-05,0.003427080532349818,0.0038711625711359077,0.05943898616420444,0.010199236149871704,0.011641945497993609
nh0037,0.009279983358859493,0.0156821081860022,0.0025695545856935704,0.007956512623489558,0.004527239657096289,0.07105868484051553,0.06319417276954639,0.002155242714525082,0.004776634239054962,0.00622156391372074,0.0025064729190571425,0.011511460318411795,0.04687240576384616,0.01597870144542388,0.08508940973308748,0.004283535690411335,0.2904587721909025,0.010367401308161965,0.006947983496396336,0.006417499193387268,0.04519417296703715,0.00013686997964653934,0.17276424185121492,0.016438070834135787,0.0014076283689962736,0.015507142586609084,0.00018140815537184455,0.07077223361202797,0.007725984359482656,0.0020169083378881406
nh0044,0.0009220598625962704,0.0026657245616198487,0.0003887518391172382,0.0007600358615630858,0.014351960137089679,0.0013830651444853125,0.16065297541063706,0.0001451789359120028,0.0013170915650347803,0.00010979326602227861,9.698815609166532e-05,0.047249834326081604,0.07259407597453621,0.008158511581263616,0.000641245823666041,0.0071264911166996295,0.0024864001187187845,0.00016892936393253304,0.01971574380812649,0.04257213402104331,0.051245164998656494,0.042174987513858266,0.03943516338563811,0.0066004790938824776,0.05372168333355525,0.00018295255310110727,7.797232970121844e-05,0.08070331101394858,0.028099113115300306,0.3142521817881207
nh0048,0.005597561481931104,0.006241912528467733,0.004450586840841932,0.0019402348664782324,0.04242879481111849,0.0007237185076909148,0.12968612488254888,0.0016870141341173601,0.0026878978253739357,0.005332480318143044,0.0012756743809152792,0.037489354929081745,0.07995930660012564,0.029383045889726775,0.007930496530024549,0.0013105682666062631,0.005586622702148847,0.002578647581451228,0.017773485855378766,0.20027892921269375,0.14002013207896477,0.008612545890273895,0.1112081750298615,0.017450129529665234,0.001642260087784444,0.0038124215043347626,0.002028658657569345,0.07434209340093212,0.041300270520047776,0.01524085515570159
nh0049,0.00448355685550109,0.5235225343150994,0.0018834494973358077,0.005063040308162076,0.002300071798796598,0.010324578838826313,0.043958315456862,0.007268264495309648,0.002046052583572698,0.00036205701765409313,0.005056288432940931,0.014516305258783769,0.03291584319765193,0.012699888120404323,0.014272908753023162,0.0016797199957231598,0.003271204432802217,0.003935055229434182,0.0040187208553618915,0.0014933978394099964,0.12643323415543045,0.00036791727231642223,0.051393093684191246,0.01265668316334939,0.0006221221700880398,0.0014184763011418626,0.00011356144770212263,0.10798507912747728,0.0024187996855533586,0.001519779710094315
nh0050,0.007373359934322142,0.003412400044916557,0.00012535359386826137,0.004661461502974473,0.0029796887514146005,0.0022648072306058107,0.048476600744653674,0.0012827025345715016,0.0027790993867818333,0.0028873571146228435,0.0005626135995930433,0.05062899862658753,0.09564100776765236,0.0096414716372311,0.020370286866917654,0.0025972329347281023,0.024402107844661545,0.028864805215334643,0.00564090186285484,0.0014578243517759182,0.07068048362812934,0.0026078160843068156,0.03739751362840154,0.03346951527322841,0.0005547818571938495,0.007193257164790477,0.4388330028829679,0.061415622612302594,0.006189867533617196,0.0256080577889934
nh0052,0.005260648262438532,0.005240544948792205,0.0009424788484452397,0.002004155635934366,0.0034620698974196992,0.0022102887822782035,0.03187486655894719,0.000569542262365139,0.0018904283874118485,0.0032179423150846794,0.0005321647779248511,0.05308640976508503,0.0941769946723285,0.013197450808275168,0.002580166829318654,0.0032760400264822435,0.0017490582487311,0.001100317829921324,0.11095821656910765,0.004612963510643476,0.10207997411735084,0.4542824444359655,0.035940483387468386,0.004080201931522348,0.002729045449263409,0.0011860346133294826,0.000990265905842703,0.047027884076141266,0.002213438109606306,0.007527479036574679
nh0053,0.002432072364428816,0.0005622492507946992,0.00023691664326332934,0.01317834368713062,0.004915311944527835,0.0014015004552213517,0.015153789569975235,0.00030873298392089396,0.0015120469794418965,0.00034370258341792376,0.00010310222911791312,0.010110472160141118,0.008819277681278439,0.002403375358376637,0.01185912789443483,0.0009674474954056923,0.0058609613432697985,0.7979373109493032,0.0013915175042908475,0.0010842819553829096,0.025896053457160475,0.0002921552755608418,0.025688071663208648,0.004533750858988429,0.0010148876708205971,0.0023415447156286927,0.0011963526420869586,0.052426840931259905,0.00238467989545995,0.0036441218567014235
nh0057,0.00995703824090269,0.006239535035568033,0.007831501284763325,0.00012820623009876552,0.44519900989456157,0.009189050989569963,0.01983229218160979,0.008007597050997614,0.004277004005493859,0.0025858738786742864,0.003014132132562107,0.013488629516338878,0.07200165072008854,0.007730413202686727,0.018613328673398974,0.0038236651035750565,0.0068900878644035666,0.009329417154464639,0.002847809831512301,0.02297237676970433,0.07621585606019274,0.006870657082764774,0.11404020867757879,0.006079190074918942,0.0037147726687073073,0.014731807375789316,0.01113091136150773,0.028534359947179483,0.005896219708747898,0.058827397281638105
nh0060,0.0074724115087152635,0.009180242870073818,0.0013256039115730261,0.00011670290697958346,0.02277451700642667,0.0035851129716551514,0.10468011324582603,0.0027138019354521954,0.0010373188691853669,0.0017691482007798805,0.0015241948365608458,0.038006536233622906,0.17155849102318527,0.003462675773117479,0.009234286909844968,0.0002818863909342706,0.01188032787012555,0.006471812158478507,0.002130959009313496,0.0024889890921465105,0.019656460546807003,0.007392392590966556,0.07052958392858126,0.0086241356338055,0.0003074123586992526,0.00383394157719111,0.0005590655592501209,0.0419783198752982,0.00893403010557138,0.4364895250998327
nh0064,0.018878511421475227,0.009773244717308,0.000111026915051982,0.0013132492168884957,0.004416656024653984,0.020090389294425574,0.02654183290999126,0.007798218506004512,0.0026802064967024076,0.014188153080880063,0.012602617391301718,0.09388922197310094,0.0678072961881156,0.019614757989480185,0.10707473408336976,0.005739726615106375,0.041225820395306076,0.01954142531854395,0.02291999010202901,0.0022732531989949627,0.13158961152739654,0.006656428501828739,0.013925977935120144,0.03611120843016419,7.233843388058494e-05,0.010846398017641663,0.0009649789359139987,0.27435243919117025,0.0007102404135202891,0.026290046774633764
nh0066,0.015264377953751698,0.012692307899017244,0.016710191484048034,0.00014931133410859746,0.0008882028082272577,0.013690654344339106,0.04558247647491658,0.008788646801155518,0.009716654195767763,0.001241095136264434,0.0009031127120104119,0.14980532234510222,0.07727543717524027,0.007979050286074077,0.05059837136019255,0.0020036446835527363,0.10709737313923637,0.0036650714127957236,0.02675169136589602,0.0007560214384192641,0.2668800517464169,0.003119368449594905,0.0148501193412811,0.06832164715952024,8.467664708802509e-05,0.0029397283521760166,9.709316708060976e-05,0.08462631454769484,0.00022547546583686042,0.007296510773194611
nh0067,0.0009296840238721711,0.030805570764856245,0.24856725602749757,0.006431598508841323,0.0028591223896205103,0.05278060111856929,0.16670082550838614,0.027973482661747224,0.0014388338017222975,0.04505975887040323,0.0008858350998291992,0.057385464573479365,0.0919152180945991,0.0202013310028775,0.002423693179555776,0.0015469385347830762,0.00037470146853207703,0.00021946533377967253,0.0030924422508838262,0.0002442320403956344,0.024401117236032124,0.00013718013192023899,0.007148433460336464,0.0015384350328584429,0.015275228198946895,0.008635603354297947,0.00010129809859635096,0.1462493852107192,0.006439763319632423,0.028237500702428527
nh0068,0.015292165992673221,0.0032863615205715427,0.005769021419882595,0.00318729154650994,0.0065419785019747104,0.0016343994831339802,0.0921819881591271,0.002302881159146836,0.002894136575795772,0.0008850856176117275,0.0022507859469126893,0.05429624690533052,0.10422273553987337,0.02068590013303515,0.006299536190709592,0.0009093259076397488,0.006002343389674831,0.0027352462996169326,0.43662726140520747,0.008551394026590211,0.06237343671930119,0.00867743793576181,0.03252113293943309,0.033026570739153556,0.0016140178397486176,0.003884580668583898,0.0012165810456083773,0.06543314369776725,0.0024709177931198146,0.012226094900504471
nh0069,0.0228828688814242,0.005878079479098985,0.002854688218332686,0.002870851292453531,0.006185697857702593,0.005831573526348531,0.017224622746856506,0.4810457100195569,0.0014189317804508361,0.0016693219378462135,0.0010125351555629878,0.026861223638435933,0.07189273892573708,0.00290842165261978,0.04778492526308912,0.0011591623523555014,0.07917620838881888,0.006997962483328588,0.004071387124357575,0.003739851935874215,0.04672564313116632,0.0023362531119483962,0.041374732218497516,0.014930580129321852,0.00019386166177088294,0.002159515532609466,0.0009550008706799481,0.08883463561361232,0.0025884401455499267,0.006434574924592871
nh0072,0.0024389079921436894,0.02086481014261445,0.0008699245668357868,0.00018279977197952648,0.0003697681701605406,0.00529290621675274,0.004984850839284892,0.0006098750210221004,0.00031279362883074405,0.0026105302562815912,0.00014785967032053036,0.035181917365913425,0.02855514210406584,0.0005825374184980711,0.036901626960105086,0.0024317016767336414,0.010310792157663942,0.00782114957290797,0.013223472581767204,0.002950553015633155,0.46692957875372887,0.20359946242464247,0.06851075814272896,0.006334078014342138,0.00010366843128214022,0.0006343192578424237,0.00011886980254423664,0.0764845507574319,0.0002760464501105968,0.0003647488358312666
nh0074,0.06170519815615663,0.0002727728099759925,0.0025814838022165665,0.0006073015877304332,0.00027364772809984633,0.0042954504658435045,0.060022345534143345,0.0001637936128645871,0.15004689215903447,0.008084960244664917,0.0064443382751402855,0.027933454553384803,0.03861426635680961,0.007587843264086829,0.014985095434101453,0.0025195361477947237,0.01686614033014732,0.0038861871075208756,0.0008351548599161684,0.0007574864440989765,0.08888601865750544,0.06675061773512166,0.26685206802700845,0.005698470556219771,0.007157023406088822,0.023653638622188368,0.0017693754425596746,0.12127934818686234,0.003485200486176759,0.005984890006537343
nh0078,0.0024478095543983844,0.0005663972919772169,0.00011514614218482012,0.004520167150530135,0.3865003860605661,0.0029669257438936915,0.03425206263280565,0.0010302814729616946,0.00044108659309245474,0.0024963406474100723,0.00010700237765156503,0.3089242422201212,0.024023974783312127,0.0016229583355009678,0.0008601724777037931,0.0015560504031745415,0.013118881155017722,0.11031222293119516,0.007076555261984329,0.000499195071600916,0.0203387802974086,0.0011247859671839036,0.027539844531986536,0.008001299828149755,7.502227355539184e-05,0.0069050674045832055,0.00208834054254651,0.021041906215132113,0.001141327005094399,0.008305767627276901
nh0079,0.055550780274577674,0.0006161027694000997,0.00014585494593428368,0.009599543389133849,0.058150190414146964,0.006519424332725421,0.1221355708087895,0.00020288507635533891,0.008803858883646489,0.0016414590132398867,0.00042860886196051265,0.03216323275694583,0.06694544037704869,0.02520186081514458,0.0034500933859034836,0.00031254495027018437,0.027873194255365316,0.06656372870984267,0.013321964453657782,0.010503857611767174,0.020463983515044384,0.0013288422370000834,0.14495009640508852,0.003460592337750122,0.01072320803887469,0.010914864129061648,0.0003793698072092949,0.01576169909664784,0.0012903322781843132,0.28059681606928333
nh0080,0.005991573609879872,0.0062486858914372456,0.0009717580771084288,0.00040698458664542147,0.016004000982934575,0.002921655193211104,0.10495443506436768,0.0022614692112454694,0.00434154092699762,0.0004010546549351284,0.0021388733209108304,0.05095182114961771,0.056119217536645845,0.009324223645402835,0.004722435361139309,0.0013088622894164297,0.009340573865668472,0.002256366321192487,0.01684262178876259,0.012701297128686229,0.033531533625527764,0.003039323319078793,0.034538162663029705,0.009259954938970263,0.5106670178493713,0.002146444570260317,0.0007009519943780753,0.08559954851947206,0.004898184457454537,0.0054094274562517825
nh0087,0.0033626969013364474,0.00026855770135008705,0.10247091120810724,0.00013319088535501447,0.006515732570118622,0.017027267418496576,0.0027485680316505744,0.04755619411212168,0.006326877194905073,0.01863467946349017,0.014947825121905485,0.10587201995181404,0.12595723569998332,0.014381039105716052,0.0008315982336628715,0.00019663082601741692,0.0014927223509713914,0.014960349271564703,0.006485773975780878,0.0005689239524296734,0.31751007226021366,0.010668443333204642,0.020582029641088254,0.0004294275513927902,7.553450420813543e-05,0.060414103148495144,8.661047041467785e-05,0.09680781755233824,0.0024214056309276783,0.0002657619309394889
nh0089,0.018167745843716148,0.0012228950484112129,0.001612074804773466,0.001542728390055859,0.00447539065142029,0.0029396290241175344,0.05008508202818761,0.0038956904242341073,0.0026320012189495917,0.0007602868874154114,0.0009471314215805496,0.06769201817284051,0.03197105131992292,0.0283028180319293,0.014275126328556426,0.0020518280796153745,0.0007917207715050584,0.0030841518742744244,0.5050209030986166,0.004518329302459874,0.09961158193315246,0.014080437757488904,0.03696278318807306,0.017197806878606472,0.00310283674980668,0.0016653651482413858,0.0011787446724528645,0.06607860926812206,0.003849865622863112,0.010283366058610702
nh0090,0.5340884476817184,0.01533552168688177,0.0018352036690792602,0.008428553032624783,0.006897716501138169,0.0034147941057427102,0.05317680804475329,0.0026002877109798646,0.002211613466556382,0.0018586001559573052,0.002394389943501799,0.021618897201904966,0.028752198188506894,0.014714940153531126,0.05613130147403085,0.0019750203166107537,0.04141057430003283,0.008143479658673522,0.0035847411909536078,0.009600129522063256,0.029529861504183963,0.003929383448116625,0.055377961871253954,0.019475671378569998,0.0004884501447499966,0.0022361287566500855,0.0009847149591970018,0.05860813368617337,0.003822993897819829,0.007373482348043988
nh0093,0.008892884056044046,0.004210824922021925,9.206130259194576e-05,0.015502607727057345,0.09979305132441627,0.00018354361527932146,0.02007899406030602,0.00012805780624096459,0.00018097947183610727,0.0009546370123709911,8.555022409024326e-05,0.32053913826391606,0.028902729138283217,0.025789313402230937,0.003958641492376239,0.0007723730486260106,0.0015129960865106031,0.011015491099574821,0.05814307303525961,0.00016582282262090899,0.20817197260422235,0.0013314684003409812,0.04888913009924462,0.013482043341022572,5.9981585973005104e-05,0.00016137673450446058,0.0027064031324498536,0.12018226587726569,0.0009884107714785615,0.003124177541844216
nh0094,0.010288904898521361,0.013311713078704138,0.0012044944778758255,0.009387832247647039,0.05860581231630188,0.0772838808426911,0.020359110865886536,0.010815118453415514,0.008800645981340074,0.0037328548332151708,0.006491443281149044,0.07713630038191192,0.055547923430294195,0.0043113040832909654,0.02216744644017385,0.007296080270353619,0.031014121441256357,0.012394948586608197,0.010146805729340997,0.002101742074624076,0.04024687580765198,0.0006122776673004078,0.06402985944247494,0.010078888231368871,0.00045293908241300006,0.27144384611303213,0.001260984903658604,0.1558325715047623,0.010179179149810506,0.0034640943829253213
nh0096,0.011957770299206444,0.0013984845089331885,0.00011294030864157492,0.00012975345246620936,0.004202659393058084,0.00022517031559632342,0.004502618024309454,0.00015710062484041877,0.0012446292210138337,0.00046248896493443443,0.007227430664342542,0.10823866281331752,0.17084469583496498,0.00797521055355658,0.0186066537034593,0.0019099550269410838,0.007570043228196518,0.0031264829276245777,0.0015105355987143796,0.00020343054290284475,0.41886395994125686,0.0008131516426486514,0.01953706076202656,0.01851089039579969,7.358508561006425e-05,0.013271034897877067,8.437519974488131e-05,0.17542216657115328,0.0009133456860698528,0.0009037138107926379
nh0102,0.0008532232664368307,0.009497066595574795,0.001215004481083935,0.0027601384688719682,0.0010941420522764425,0.001113325523034176,0.38859860736145146,0.0008277727333283314,0.005138415174526633,0.0018744985080877941,0.00039646672619188207,0.01636912707252502,0.014485315569164275,0.027268784319518968,0.001971474701335969,0.003036971915721089,0.0007549347480590282,0.002435496464202011,0.007198271999439996,0.0012984945573850974,0.13968036991260152,0.0011809813286004717,0.18481945264677302,0.008308332417387604,0.001487581283961787,0.0023150908528275452,9.306228467596182e-05,0.16839044172840317,0.003222027896787251,0.002315127409766041
nh0103,0.0014433755640542519,0.00033672754576100067,0.0001453602253800713,0.00016699964185672118,0.001557871356277987,0.00028980625445125345,0.03889000242096887,0.0013162066775601943,0.0002857575992799865,0.00015291378035524767,0.014757488679403217,0.010870705362113842,0.07284033194371872,0.019066681723384608,0.0005059374541290782,0.008737914798299001,0.0042894257979769245,0.0014538092483705747,0.02010700906123719,0.0009537160244987182,0.07789583990540126,0.003860166942602193,0.0525013198959375,0.0023139710676913844,9.470794579494627e-05,0.0002548058504303696,0.00010859540051663753,0.6339191281465124,0.0002521866291466275,0.03063123705688931
